sgRNA,Gene,Ts13.initial,Ts13.final
144509970,MFSD3,536,374
154552099,IKBKG,683,540
141350694,PCDHGB1,825,800
37844141,ANKRD54,825,677
41395005,NDUFAF1,469,105
23558155,UBFD1,447,466
155458477,F8A3,541,393
50949973,KLK5,687,629
123465630,SNRNP35,797,128
39314787,RPL3,545,1
42840966,ARFGAP3,704,806
35191433,SFPQ,1124,31
34342098,NOP10,1326,281
13740275,RNMT,1556,163
2133629,IGF2,1184,1386
9763199,CAMK1,1106,1254
22813065,SLC7A7,556,450
145854859,PIAS3,510,330
113424553,DRD2,594,719
127989817,C4orf29,1031,1661
3677544,TRAP1,554,500
1432282,ASMTL,150,195
22129726,WNT4,809,599
7075990,CLEC10A,574,433
128819086,ENDOG,277,282
92104480,SLCO3A1,531,1114
42111745,DHX58,694,747
46534692,CELSR1,625,488
32584256,TCP10L,786,624
89412401,FOXN3,823,770
36045812,SETD4,877,898
158340276,CCDC148,688,392
107222819,PIH1D3,1717,1921
99911448,EML1,932,1082
64735959,RASGRP2,959,688
150129889,PDGFRB,832,805
73669549,VPS37D,490,430
173955107,SP3,939,960
60232314,CA8,723,871
75411859,CFDP1,455,164
89227199,ZNF778,702,1066
111982970,MERTK,758,871
61796075,FEN1,596,207
3469452,ARHGEF16,1105,829
161238187,NMD3,2272,143
158652134,GFM1,1686,96
23985879,GGTLC1,1043,1227
20115675,TRMT2A,2272,2333
73765867,SEC24C,1134,663
64317487,TRMT112,1384,700
53616971,HUWE1,1598,391
112075642,C11orf57,901,260
31410714,MICA,443,317
60979244,TRMT5,1929,791
30854589,TAB3,1097,1144
167378016,TCP10,956,441
71124490,MCEE,1283,1645
95216144,UNC5C,1004,1172
53298049,PFDN5,416,182
3158137,PITRM1,1909,559
33622166,CLASP2,749,935
233331691,SAG,950,1157
20481371,E2F3,485,448
4704288,DPP9,1470,1482
3635982,WRAP73,634,930
62387340,EFCAB3,703,867
76035963,CXCL11,1199,1246
34075886,RALY,696,737
13963138,SPON1,553,612
200599744,AOX1,1055,1387
16257788,SLC15A5,384,414
65720698,RNASEH2C,568,397
66390565,CDH5,805,1027
82316900,CD7,759,539
122938179,SPATA5,1073,109
2578082,NDC80,1938,221
130182361,MZT2B,310,180
219232614,ANKZF1,1613,1588
17455940,NXNL1,424,489
46312205,GTSE1,271,184
86957387,MMRN2,264,201
78171576,SYNGR2,543,601
28595784,SULT1A2,569,548
1950914,MRPL23,823,224
106772997,RNF128,879,1186
188146849,TRIML1,633,747
108896933,GPSM2,477,710
41535582,RPAP1,856,164
13662636,TCEANC,854,999
55968840,CDK2,1086,251
54297862,UNC13C,550,626
37616528,RSPO1,452,460
16027346,CLCNKA,608,370
138764275,LOC100507462,484,1
112840130,APC,896,865
151400107,WDR86,645,931
149178884,ZNF398,1188,1475
101625465,ARMCX3,1616,1616
209773015,TRAF3IP3,900,1058
112073096,PIH1D2,699,643
120985026,CT47A1,693,684
35065274,VCP,1361,29
105365835,C12orf75,442,591
36519147,NKX2-1,443,277
124496962,LHPP,916,949
89751111,MESP1,1030,1234
17496106,RASD1,482,607
68047240,C1D,848,278
72723643,DPF3,1014,1434
691875,PRSS57,550,529
47928233,MAP4,213,251
81254437,CKMT2,652,894
43306453,CRIP3,486,331
50202641,SLC27A2,828,552
27955711,SMPDL3B,883,622
37479416,MFNG,714,344
100709721,PABPC1,1820,1165
37422803,GRHPR,410,686
90214023,CHORDC1,1031,444
125999561,TRMT11,1405,1055
30381853,SEPT1,842,862
50343994,SGMS1,721,1280
1912185,ADAT3,860,153
24184312,IPO4,1014,1051
9797738,ARPC4,2074,186
53459399,PCBP2,1335,85
17541871,CECR2,397,275
98608347,COA5,444,8
71884442,LOC100129216,715,512
112516408,WNT2B,820,448
56818731,NUP93,801,593
56290427,PELI2,553,617
53233634,MAGOH,1651,2199
35113326,ZMYM1,590,302
144106463,MAF1,745,766
47848198,SP6,1173,836
102958326,ASCL1,425,724
93850454,VSTM5,761,552
132814680,AK8,794,794
3494035,DOHH,2352,150
178868091,CCDC141,392,236
2866418,FOXM1,1068,1022
130929814,FIBCD1,745,687
21386104,RIMBP3B,440,353
24486186,PARP4,22,1
147881462,SCGB3A2,1709,2710
40459836,BAHD1,950,727
48825185,CACNB3,835,469
45198886,SHF,555,586
77761063,C14orf178,601,752
141215412,PCDHB13,842,1109
2135424,IGF2,295,141
138621495,FAIM,970,852
98091928,TRIM14,816,837
120865805,PHF19,859,1551
112148723,IL18,784,935
70956314,B3GAT2,381,405
27765923,TAX1BP1,500,113
32202381,RFPL2,1333,1488
56406545,PPAT,1607,543
3218740,MRGPRG,402,362
33277611,B3GALT4,296,343
31792742,RXFP2,1008,696
2830726,NRIP2,580,891
29633222,TMTC1,544,732
3844854,LRRN1,839,1180
109979624,GPR6,1080,1363
16179368,MARCH11,408,338
75730500,ITGB4,1197,1309
53853952,GPR75,567,356
50402358,POLD1,399,63
47422904,PSMC3,519,310
167127004,DUSP27,861,1189
3785146,LRRC47,851,911
136417210,PMPCA,2240,553
130120899,KLHDC10,778,529
84498116,NKX6-1,662,506
30353963,CD2BP2,1624,210
19597105,MINOS1,1729,990
136434784,INPP5E,993,779
27342843,GTF3C2,1009,391
161102086,PFDN2,890,6
94577363,PIWIL4,737,540
39481906,TIMM50,604,81
54631331,SPTBN1,445,806
49012586,WDR6,942,1056
8227983,SH3TC1,499,368
135008073,CATSPER3,668,582
125915830,PBX3,1527,1517
88887278,GTF2B,2189,187
1642485,CDK11B,1135,223
31528543,AHSP,830,810
32695263,SYNC,565,462
24336823,GRHL3,822,1046
42663439,TUBG2,800,638
54773588,KIR2DL1,523,476
37984764,SF3A3,1014,480
51989696,C14orf166,452,742
3984180,EEF2,1138,10
60720335,SIX4,618,745
85107997,SATL1,479,379
161882440,SLC4A10,869,1088
4274670,LYAR,658,685
54758610,PARS2,1261,308
115237895,PGGT1B,983,1307
151853521,CACNB4,556,808
49054599,CGB7,433,310
102421393,FBXL15,518,502
40637103,CXorf38,1068,762
87250690,LOC101927844,403,544
103212919,BAALC,555,926
96268618,CIAO1,1172,31
51958760,LEO1,342,38
49829909,MED25,618,344
48894421,ATP5G1,1307,1204
44384950,CXCL12,574,670
107056827,PRMT6,723,768
200408377,ZNF281,586,242
28113038,ELP3,1340,851
97859250,ASNS,1577,295
204190739,KISS1,773,1030
118185677,LSM8,2174,237
148483134,MBD5,526,634
232484039,ECEL1,699,841
85338257,CA1,595,313
160718821,PLG,538,775
102300657,SH2B2,648,467
54458348,SOX17,819,849
44697365,KRTAP10-12,529,173
30462157,SEC14L3,601,497
73143757,C16orf47,906,1162
161210591,NDUFS2,667,118
7778949,KIN,894,143
32278837,MIS18A,506,293
31067173,TRPM1,934,931
88906631,MFGE8,540,423
37191140,ACACA,1086,584
74715958,FCF1,843,161
69189672,CENPH,690,466
38304455,C19orf33,932,694
7590391,SNRNP48,556,382
57456610,COQ9,787,813
57607417,DTX3,640,1009
169485687,SLC19A2,686,965
124921820,GOLGA1,1876,1605
155063971,CMC4,698,895
175673748,GPM6A,519,838
41332514,OIP5,543,381
56428977,TIMELESS,1387,69
70411555,CTH,962,1379
2834050,KIAA0020,680,332
37574435,GNL2,895,123
17495982,RASD1,445,373
120905348,GRIK4,507,611
26199698,HIST1H2BF,757,564
102355864,SPDYE6,2255,392
101737276,SYCP3,1117,1164
56359749,ZWINT,1470,285
733177,FAM57A,352,244
132668837,UBA5,1067,576
56360364,OR8J1,845,724
73641819,SLC17A5,755,899
41689864,EIF1,952,56
1478824,C19orf25,500,340
180824805,XPR1,724,582
143459096,PEX3,549,491
246987586,ZNF695,1142,1192
47678676,SULF2,1086,591
93353992,DR1,677,348
19308539,AKR7A2,1228,1032
136548879,VGLL1,407,504
4783717,SEPT12,407,271
144593326,PPIAL4F,620,384
65133388,PDCD7,345,132
119162400,SFXN4,1484,1120
23575998,JPH4,552,574
11538373,TMEM170B,584,1005
68917860,IGHMBP2,878,1470
29524132,SLC7A1,802,518
98045026,RPL30,1103,35
74038527,CXCL3,1157,966
12325454,TUBB6,599,715
29207967,UQCRFS1,1306,222
150446902,RPS14,2763,149
10806918,TAS2R8,747,801
29566158,ABHD15,311,306
6387282,RAC1,1488,436
992663,AP2A2,640,756
161223043,APOA2,869,627
57010405,POLR2B,786,50
116500293,CAV2,689,895
126632571,TEX43,505,535
10403410,CDC37,1072,20
86206283,MRPL35,772,217
4755361,FOXK1,512,362
1841412,LETM1,1791,374
32397301,ZFR,1270,698
74499337,LBX2,478,630
35658460,CCDC107,470,212
2888208,RHNO1,1177,1213
122779835,FABP7,852,612
100988403,C10orf2,2173,101
1771107,NME3,866,972
38950094,FBXO17,527,453
63350919,KDSR,761,404
94836627,INTS8,617,329
48105347,PLA2G4C,447,843
95048099,MAL,763,827
233841989,HJURP,1286,194
135034299,AGBL3,847,1009
66485195,DPP3,1388,795
83065013,TMEM167A,400,473
18089356,SAAL1,570,676
48825727,CACNB3,605,332
145926231,SHPRH,626,574
118262632,MPZL2,1010,680
59191846,ZNF831,1066,1170
53893032,PRKCG,696,565
144807577,ZNF517,792,538
74633200,ZNF407,907,375
57542863,SMTNL1,720,736
84758766,USP10,1584,497
162020047,OLFML2B,638,774
64426177,MTHFD1,1757,1290
103089247,DCUN1D5,1019,1072
3473623,DOK7,594,917
32202413,NOTCH4,755,746
36456340,MRPS15,812,84
55498212,DYX1C1,1454,1041
83057309,COPS4,1386,288
131544362,OR13H1,875,1225
103048951,ATP6V1C1,1392,1170
48343469,ZNF641,673,1081
6833804,P3H3,770,733
44506717,FSCB,710,604
128814988,SLC15A4,446,417
52173647,KRT80,801,784
62157165,PTPRG,606,441
25425261,GINS1,797,775
86256424,EED,1463,895
88521699,PIGY,237,91
48311576,CCDC114,343,502
21187441,IFNA4,964,1296
128637857,RPN1,2267,535
88479519,PTPN21,638,593
38859562,RRAGC,677,584
31436363,ZNF843,325,278
42685272,CNTNAP1,654,745
9528990,ZNF426,655,460
122858158,HIP1R,691,719
3023875,HCFC1R1,375,511
102325001,BIRC3,443,431
150662995,MYOZ3,572,1061
160093990,PWWP2A,1240,1814
122946104,SNX24,611,732
168032603,GOLIM4,675,760
216065342,PECR,733,539
43853919,CD300LG,827,464
133070142,CHCHD3,974,1082
80475541,NPTX1,535,296
7054205,TADA2B,690,476
71626573,MARVELD3,461,393
216013238,MREG,418,404
42816436,CCDC23,1020,359
46559522,LOXHD1,860,1229
16495834,CALR3,992,440
11997410,MFN2,1805,375
37352861,QPCT,631,1184
149933757,CXorf40B,942,996
61393255,TMEM216,665,831
127825276,ENG,767,628
180040589,RNF130,782,715
10884178,PRH1,883,1136
134947514,CALD1,1159,1379
112839472,APC,1658,855
67174439,NOL3,476,493
32572949,NDUFB6,1371,476
45403391,SPATA5L1,943,18
33710716,PXMP4,644,733
48470467,CYTH2,1919,1585
93251547,BTBD7,1019,1169
1014127,ISG15,636,485
241666708,ATG4B,349,305
180935703,KIAA1614,692,602
35295778,MAG,284,965
52897400,TMEM110,525,422
7436870,TMEM102,1203,1344
153615018,S100A14,707,780
241570158,BOK,617,557
34888303,APIP,507,921
33950413,EGLN3,525,743
31717654,LY6G6D,494,284
42398256,SHISA3,418,316
6090473,WSCD1,714,743
24804240,TNRC6A,620,416
5017142,CYTL1,1194,1131
69796801,SLC10A1,542,810
32401882,RTCB,1281,30
19096743,HAUS6,1571,538
143165165,AIG1,940,999
45346761,KLC3,421,309
105044619,CARD16,1035,1245
62943602,GID8,597,711
35124227,KIAA0391,539,95
38917970,SARS2,323,9
74538279,ATXN7L3B,949,1060
143538478,ZC3H3,627,147
2173292,TRAF7,1058,634
160318208,RBMS1,441,712
4907533,OR51A7,549,738
76076926,GALR2,342,261
908279,ADCYAP1,570,646
38952277,PLEKHA2,938,821
24064329,EIF2S3,811,16
70427181,GDPD2,1203,1389
38081084,SLC16A8,1061,1180
29609095,ANKRD13B,519,303
108717909,FNDC7,808,685
42006013,PLA2G4E,775,526
72874949,DMRTC1,595,670
135867968,CT45A9,936,634
77630689,OTP,562,896
101408248,ZNF189,1057,1206
133991033,VDAC1,792,54
118439937,SAMD12,291,551
29529826,VSTM2B,770,925
1836434,LETM1,1164,809
17877736,SLC5A5,1028,1178
136246248,MAP7D3,856,1170
102718414,MMP8,1064,978
52663108,SUGT1,1032,210
73404178,PDZRN3,848,833
67940472,LCAT,1510,1617
14469448,COPB1,1773,92
31116657,CDSN,498,597
110164387,ZC3H12C,838,1178
45688487,SNRPD2,607,1
53646284,NDUFS4,368,214
17282656,ANKLE1,738,518
55693701,PNPT1,1780,229
84237206,KCNG4,1403,1333
51830437,IQCF3,960,2301
19601713,C16orf62,1115,427
68525785,PRKAR1A,1127,1130
181915684,SSFA2,489,969
139388079,MZB1,625,919
73782173,CHCHD1,1658,700
66076786,DNAJC5B,631,902
30121737,HORMAD2,548,1009
138171692,DBR1,740,25
5044519,KCNA5,414,473
97037541,CTSV,1252,1522
81511908,ACTG1,775,392
9160236,ZNF317,841,1250
29767412,UQCR10,910,461
30753833,INMT,405,399
20780122,SERPIND1,1914,1433
38580278,BTBD9,673,297
161218073,FCER1G,811,1440
45496233,COG3,2054,663
45709524,SACM1L,1543,188
180013991,CEP350,672,804
156285615,TMEM79,419,400
149603313,KATNA1,964,762
46370554,SLC38A2,568,202
115241561,PGGT1B,760,335
52781888,GNPNAT1,629,842
54695591,KIT,451,525
56397711,CSTF1,692,551
109816332,GAR1,1126,490
130915305,SNX19,397,610
96799314,GPR63,348,664
234374259,COA6,789,293
43996454,ZNF155,602,626
69587542,CCT2,957,199
6097559,FERMT1,1998,264
29816893,PAGR1,1713,323
6620237,NSUN2,731,383
55479375,WNT5A,865,614
40419066,MKL1,1419,998
6330702,FAM220A,694,452
34806276,DTNA,611,693
101239221,S1PR1,541,999
149266552,ZNF783,721,621
4786235,VMO1,575,471
49026749,IMPDH2,2163,286
189565465,SLC40A1,1557,1346
83907036,MLYCD,536,344
9330768,USP17L25,935,172
89603098,ANKRD6,696,918
38230712,TMEM184B,401,449
7338107,USP17L4,890,272
7835387,C5orf49,638,763
146515317,GPR151,741,955
129288892,HMCES,1164,901
101128555,SERPINE1,624,789
62372480,FEZF2,652,531
2949445,ARSE,552,622
12356698,AFG3L2,1089,40
126510676,UROC1,585,650
99150656,C2orf15,466,618
77625730,CLNS1A,1141,215
50630021,SYT3,1056,925
46665306,ATPAF1,728,565
56109270,PA2G4,643,143
5882596,OCM,574,672
85979984,MGAT4C,1032,1553
213005220,ANGEL2,709,599
26988179,CDH9,858,832
78628268,IFI44L,391,625
13225200,LOC391003,653,377
57121002,ZNF479,725,987
70142263,PDPR,213,117
19049988,RRAGA,2321,1474
128523336,GLE1,529,164
150670560,MYOZ3,1036,1155
656424,HUS1B,383,329
102749430,FAM185A,1524,1141
30592496,KRTAP6-3,774,1389
89611331,ATP2B1,1886,120
10142150,DNMT1,1087,27
143158842,LY6H,702,675
71813433,NR2E3,430,415
144050499,OR2A5,506,347
74187614,EIF4H,763,387
40799133,SLC25A15,824,1138
32713336,CNOT10,640,706
36936945,HLCS,1358,1347
137354343,EXD3,1028,706
116857380,RAD21,1107,98
105129474,BVES,1762,2163
99416179,BUD31,2006,38
19976007,OR4K15,702,585
204151699,ETNK2,940,615
166029,HBM,343,510
139373677,CITED2,580,557
73985347,STOML1,457,919
133955008,SLCO2A1,691,736
120442172,ARHGEF12,1116,1835
54800616,TTC22,521,488
137214608,NDOR1,739,833
139524083,CLEC2L,726,583
37207574,SSTR3,865,704
86306322,C11orf73,519,361
58718247,GOT2,1211,756
4099095,C6orf201,466,544
112134814,TRAFD1,513,637
52792986,GSTA1,890,1178
49755721,TMBIM6,445,318
30813111,KRTAP8-1,585,581
24363771,SUPT20HL1,548,673
67646655,ARG2,792,1035
65341049,DPF2,2693,998
12064526,LOC100133267,1086,1054
113019554,C3orf17,1527,241
123630428,EIF2B1,2058,1366
69150828,CIRH1A,1201,29
82358228,CCDC59,985,287
78017035,KCTD14,498,503
57705109,MED19,908,1358
165830836,BCHE,1251,1436
130120014,POTEF,1808,1429
107945420,CYP2U1,504,587
80279090,OTOGL,1742,1721
36940463,LHX1,740,855
37377886,C17orf78,637,463
172647915,NCEH1,1375,1786
52498030,XAGE1B,752,776
38881128,SIRT2,613,954
52433713,VPS36,420,224
83644640,HAPLN1,1171,1050
159767036,ACAT2,679,563
26402137,DRC1,217,186
109627298,AMPD2,465,438
149832807,HIST2H4A,466,327
46779649,SLC38A4,338,339
173978522,RC3H1,498,579
120303647,SIRT4,686,305
116904191,CAPZA2,634,426
5077487,ALG1,1309,36
7290392,YBX2,482,366
45348833,KLC3,717,540
138094912,DZIP1L,343,445
42686103,KLHL40,735,815
47865064,SMAD2,812,698
81693886,HGS,457,208
69335111,COG8,545,394
37960795,PTTG2,520,535
38751215,SUN2,830,719
77026588,IRF2BPL,867,796
35131995,LGI4,694,401
36773268,LOC728485,625,687
41358327,NAA16,678,637
50252747,HDC,677,383
37921113,EPDR1,946,1658
73703819,CD276,474,584
65398492,ZNF92,1024,672
53134138,GCM1,374,307
183953171,ABCC5,680,489
30412366,GOLGA8R,899,484
113011342,C3orf17,1634,479
7189173,RREB1,774,223
67228372,TMEM208,1219,1317
132866948,UQCRQ,812,186
89718815,KIF20B,659,691
26123801,HIST1H2BC,1317,1038
23136207,CABLES1,554,462
54853873,KIR3DL2,673,721
101391025,RPL36A,680,161
19324726,PQLC2,774,1124
18265605,KIAA1683,954,628
57303204,R3HDM2,729,493
55340180,SKIV2L2,797,52
155140145,DPM3,1117,593
75205338,CTRB2,593,577
68033156,NDUFS8,1057,467
51645151,RAD54L2,1789,289
77761115,C14orf178,1044,2
73434483,FZD9,396,343
150268703,APH1A,515,599
36897111,HLCS,1093,1184
50582664,CHKB,487,532
72341053,DNAJB12,807,612
12688641,ARL4A,572,393
25837541,AUNIP,327,221
46759498,SOCS5,819,767
20501264,MUL1,424,394
41282625,TREM1,366,435
65552498,CENPK,963,410
34662387,CCL27,1091,1048
63702172,ARFRP1,576,142
46814062,CYP4B1,486,636
213996879,PROX1,410,241
144514501,RECQL4,1749,519
16253067,C9orf92,324,582
151167406,TNFAIP8L2-SCNM1,557,416
76910097,ZNF236,1602,963
8568303,ANOS1,759,909
40852461,CARD6,600,580
122615318,OR1Q1,1377,1236
43526005,MAP1A,1064,1507
48681757,NCKIPSD,287,240
4691383,PELP1,1598,975
67406674,TBC1D10C,612,310
37519012,BLCAP,631,1000
73392328,RELT,903,1156
63588762,SERPINB13,499,496
85369784,ELMOD3,629,836
37948937,EPDR1,777,728
39532727,EID2B,740,789
57795052,KIFC3,422,533
679926,MYL5,810,754
235494682,B3GALNT2,824,575
47239372,USP11,575,413
31728518,DDAH2,1181,1671
2578476,IQCE,667,995
142147386,VTA1,749,943
25758165,GABPA,490,81
38674056,C17orf96,645,424
101958317,CEP126,601,716
1309540,PUSL1,798,643
13778089,C19orf53,625,309
18960604,SLC5A10,610,769
77044326,ST6GALNAC5,819,1077
120975309,CT47A3,330,190
37847094,BRF2,548,121
79736213,CMYA5,1228,1304
155965327,ARHGEF2,361,557
77590135,AQP11,426,375
168492720,RARS,1594,795
63696853,TNFRSF6B,466,628
369185,MRPL28,1072,4
30533156,LCLAT1,910,716
248593189,OR2T10,574,824
42300956,AKAP11,798,466
35310627,DEF6,772,804
170583506,PDCD2,755,108
2169865,TH,482,754
6129014,CHD5,636,464
42301805,AKAP11,530,533
57542772,SMTNL1,801,994
110583543,SMC3,1104,42
60931696,TMEM132A,852,619
1308703,PUSL1,1318,768
119902952,SEC23IP,749,426
130872879,RAN,2430,5
154399549,RPL10,851,52
15545889,TVP23C,586,417
48007170,SUN3,415,401
69940045,KLHL1,268,218
103630017,TCEAL1,450,590
97173209,RIOK2,696,128
96979636,LNPEP,811,797
67058782,GPHN,642,588
135662591,C7orf73,594,655
172199503,EFCAB9,1506,1476
53238366,MAGOH,1707,189
7311350,EIF5A,1250,19
29208054,UQCRFS1,640,328
36819584,RFXAP,423,187
46339706,ARL17B,1186,361
7416793,DEFB4B,491,720
31540429,DDX39B,835,218
50341141,CDKL1,1452,1498
112067717,SOX1,474,793
20458273,LGALS9B,945,99
95952819,AMDHD1,520,391
64920160,ZC4H2,1391,1936
220880315,HLX,405,275
72290007,CELF6,918,1149
37183449,SULT6B1,533,634
88864042,GTF2B,1173,196
32636336,ARHGAP11A,1008,793
126654757,TXNRD3,1369,1621
9102963,OR7G2,1199,969
149449117,LYPD6,939,1272
5204484,AKR1C4,1216,1829
76886046,KCTD12,1450,1679
83085114,METRNL,572,773
45333109,MUTYH,1631,1949
59152555,FAM111A,577,640
119990293,CCDC64,555,548
57155585,PRR20C,697,434
54924710,LRTM1,483,512
37844044,ANKRD54,760,827
17455882,NXNL1,470,415
69136218,ABCA6,1429,2117
84194031,ADAD2,510,756
155514104,TMLHE,414,411
51270023,RNF11,1010,1322
146183011,LSM6,1379,123
95128549,ENDOD1,563,404
101583523,POLL,475,410
50370566,MRPL27,2128,672
57172731,BAG2,435,468
19202487,NR2C2AP,1358,127
49007043,RUVBL2,1201,26
81345954,ACOT12,937,1067
132499160,DNAJC13,951,604
123630479,EIF2B1,1037,107
4281874,LYAR,1156,1025
1598025,KRTAP5-2,817,350
128839940,KCNJ1,595,984
46525769,PPP5D1,718,657
23000865,DDX53,867,1452
48587525,COL7A1,653,579
10704821,PAK1IP1,443,290
49665137,POLE2,1020,108
10095573,UBE4B,670,683
84232837,LRIT1,546,635
110739349,SLC25A46,544,453
72308600,CLPB,712,377
71763694,CXorf49B,387,240
108469861,EMC2,733,237
35242779,SCUBE3,986,576
13544059,NKX3-2,566,728
28608387,WAC,606,252
24875653,SLC5A11,1342,1729
15427730,NBAS,520,374
37794482,MANEAL,409,263
1507302,ADAMTSL5,1220,1187
93893047,PROS1,1192,1480
55334099,CCDC88A,1060,1169
24286912,SPATA13,471,759
56934003,SDR9C7,614,533
74486370,NPC2,720,853
2427270,TIMM13,659,52
39197178,NCCRP1,312,327
38139994,MYD88,1598,2241
17282939,ANKLE1,661,409
86346370,ZCCHC6,692,801
48955703,BAX,762,1019
179345002,SOAT1,683,934
68291558,SLC7A6,762,791
42516055,RRP7A,1001,26
10049576,ANKEF1,751,519
112438621,HSDL2,341,388
75762824,GALK1,507,206
33575804,BAK1,847,1166
44388485,FGF10,517,473
43492935,DHX8,928,306
42127868,CYP2D6,502,452
134625126,KY,380,599
232484162,ECEL1,454,439
102500713,RASA4B,356,205
122946048,ABCB9,852,923
13814137,MCUR1,414,247
109659069,CCDC109B,635,806
20125375,RANBP1,800,349
127744725,SH2D3C,660,683
57399091,ZNF548,592,662
372743,B4GALNT4,646,742
94454014,HIATL1,308,347
1171156,SPON2,1094,1878
22140061,REEP4,901,966
49795687,AP2A1,1714,1601
10816399,SLC6A11,937,1198
62138912,INCENP,573,96
91435845,PABPC5,590,912
22121133,HR,567,511
32366172,C6orf10,927,940
30945045,ADAP2,580,498
35019402,GRAMD1A,702,781
82359520,HNRNPD,792,588
79044119,C1QTNF1,812,1084
27722042,EOMES,344,294
49633970,DNAAF2,546,524
1925362,ARHGEF10,1047,969
40799517,KRT28,436,299
12186504,FAM86B1,646,193
27434471,NRBP1,913,165
37947169,CTDSPL,1022,832
67120592,HELZ,953,738
125001970,SCAI,837,945
38755815,SCN10A,977,922
75176446,TMED10,987,213
30555831,ZNF764,596,347
64318789,C12orf56,940,1557
103005036,CYLC2,449,460
41076269,TOP1,345,199
151196536,IQCA1L,822,892
139061883,ELF2,563,328
2541372,BRAT1,852,401
54983477,NLRP2,936,987
21467507,TMEM191C,1506,768
7203767,DLG4,1095,1020
106316155,ATG5,1034,860
218164567,CXCR1,1137,1379
10631648,SLC44A2,543,523
38524846,RALGAPB,1132,775
45183201,RAMP3,1531,1741
99968205,AZGP1,708,589
20224316,OR11H6,762,925
72868826,MCU,1359,1023
69116371,DCAF5,262,122
63921253,VPS54,1039,725
97776014,LAPTM4B,712,729
73753002,ARHGEF28,1381,1486
46022838,PGLYRP1,641,321
113127817,RASAL1,598,592
10306419,ADM,999,909
13008627,CEP192,738,386
90075356,PRDM7,621,382
7317257,ACSM4,1464,1480
75278620,ARRB1,691,530
170285044,DLL1,667,709
49072364,KCNA7,499,516
81529153,FSCN2,429,332
43731830,MAOA,815,809
49057557,QRICH1,583,245
45883158,ZSWIM1,545,399
104126158,NFYB,886,20
138221130,FAM157B,849,347
97267877,MMS22L,1000,633
99603605,CCDC85C,766,977
88991108,C9orf47,1070,1546
81847264,P4HB,457,313
117594992,CFTR,535,393
101398981,SENP7,640,589
23014022,C1orf234,446,506
79947202,ELOVL4,552,845
138221045,FAM157B,1501,727
186157626,FAM149A,1135,1123
10755729,NUBP1,1208,20
50277493,LINC01272,591,1080
207560340,CREB1,655,568
77895402,MAGT1,535,731
733298,NARFL,1893,43
10561057,KRI1,953,404
35442181,SLFN13,1502,1410
93683613,CEP295,441,277
176096865,FAM153B,833,783
49242968,CCDC22,578,318
4938544,SLC25A11,920,599
11314196,CELF2,908,859
61438067,SDHAF2,1267,643
44250028,HSP90AB1,945,819
4409158,CHAF1A,748,171
230215079,SP110,682,1280
4418028,SUMF1,681,550
67392194,RAD9A,1094,21
34897603,AQR,1014,734
141442783,ZBTB38,714,1179
18316025,LSM4,1459,1
55786653,DDX4,1142,926
1978969,CSNK1G2,695,608
47834508,CRX,264,422
41152970,USP9X,660,477
105446420,PPA2,810,196
18458310,ELL,764,72
7128358,RBP5,710,841
59812753,CCDC6,488,363
86508547,RMDN1,757,1194
24307485,CIDEB,1492,830
1091830,POLR2E,1885,203
141364633,PCDHGA5,1150,958
139695237,MGST2,1024,1193
48997501,DDN,651,483
110472677,LIMS3L,1004,757
54281498,HNRNPA1,937,6
1934004,TNNT3,804,740
26595277,CIB4,657,976
