Gene	sgRNA	Control|beta	Control|z	Control|p-value	Control|fdr	Control|wald-p-value	Control|wald-fdr
FAM26E	4	0.24284	1.2703	0.11241	0.52716	0.20398	0.50562
C19orf45	4	-0.065817	-1.1666	0.98409	0.99803	0.24336	0.52666
FAM153A	4	0.076159	0.68397	0.51765	0.87898	0.494	0.71407
ATXN2L	4	-0.41324	-2.0756	0.28299	0.73907	0.03793	0.37398
ATP1B2	4	0.090155	0.63172	0.47072	0.85646	0.52757	0.733
HNRNPH2	4	-0.010751	-0.067145	0.82684	0.96602	0.94647	0.97091
SPOCK1	4	0.27124	1.2386	0.077458	0.43962	0.2155	0.5108
TMEM154	4	0.069895	0.68069	0.53977	0.88781	0.49606	0.71522
FAM25G	4	-1.3768	-2.9596	0.0037287	0.074553	0.00308	0.088124
SGIP1	4	0.031385	0.34819	0.67669	0.93674	0.7277	0.83964
MALSU1	4	-1.2926	-2.8387	0.00527	0.093043	0.0045294	0.11077
AGPAT3	4	0.058587	0.34975	0.57622	0.90546	0.72653	0.83888
ATP6V1G2	4	-0.11087	-0.9755	0.84553	0.97026	0.32931	0.58649
QSOX1	4	-0.024541	-0.22013	0.87476	0.97498	0.82577	0.90117
POLG2	4	-1.7378	-2.9539	0.0005966	0.023483	0.0031376	0.089265
SLC5A5	4	0.01253	0.13585	0.74267	0.94873	0.89194	0.94069
DEDD	4	-0.21757	-1.5384	0.58636	0.90702	0.12394	0.5
NCOA2	4	0.12743	1.1263	0.35378	0.79014	0.26005	0.53643
TMEM119	4	0.1057	0.68128	0.42085	0.82974	0.49569	0.7151
C1orf105	4	-0.32317	-1.0343	0.40091	0.81843	0.30101	0.56451
AGPAT5	4	-0.29426	-1.6133	0.44646	0.84248	0.10669	0.5
ATP5L	4	-0.30533	-0.79184	0.42692	0.83119	0.42845	0.66348
MGC57346-CRHR1	4	0.3639	1.3258	0.020931	0.21656	0.18489	0.50162
PHF13	4	0.15503	0.90864	0.28164	0.73869	0.36354	0.61248
FBLN5	4	0.21131	1.5981	0.16188	0.60678	0.11003	0.5
ABHD4	4	0.19104	1.4017	0.20071	0.65362	0.161	0.5
HNRNPM	4	-0.42205	-1.878	0.27299	0.73116	0.06038	0.45532
GPATCH3	4	-0.13121	-1.2736	0.7894	0.95718	0.20279	0.50508
ELAVL3	4	-0.19731	-1.3765	0.63031	0.92622	0.16867	0.5
MRPS35	4	-1.6886	-3.3374	0.001044	0.036585	0.00084567	0.040127
LIPH	4	-0.053867	-0.64525	0.97648	0.99579	0.51877	0.72905
LRRC28	4	0.087501	1.2389	0.48016	0.86132	0.21537	0.5108
TRIM49B	4	0.093611	0.45073	0.45854	0.84942	0.65219	0.78854
OR5D13	4	-0.71659	-1.3728	0.078602	0.44174	0.16982	0.5
GMPPB	4	-1.2861	-2.2596	0.0053197	0.093043	0.023848	0.29647
CSNK2A1	4	0.06808	0.35598	0.54644	0.89172	0.72186	0.83599
MKL2	4	0.40532	1.4797	0.012181	0.15715	0.13894	0.5
VGLL2	4	0.033038	0.43525	0.67043	0.93617	0.66338	0.79637
PDCD11	4	-1.0402	-2.6286	0.018793	0.20598	0.0085748	0.16369
CD248	4	-0.033941	-0.39179	0.90832	0.98084	0.69521	0.81914
LRRC17	4	0.20097	1.3386	0.17958	0.62693	0.1807	0.50061
ZNF658	4	0.054776	0.54845	0.58884	0.90786	0.58338	0.74725
EPGN	4	-0.093114	-0.85407	0.89788	0.9787	0.39307	0.63605
MIDN	4	0.11689	1.1594	0.3856	0.80741	0.24628	0.52782
TACR2	4	0.016438	0.28169	0.72914	0.9467	0.77818	0.87345
RNF10	4	-0.34261	-0.88311	0.37263	0.80064	0.37718	0.62292
MAP2K6	4	-0.077142	-0.85121	0.94825	0.98916	0.39465	0.63683
NCAPD3	4	-1.562	-3.4989	0.0019887	0.053476	0.00046714	0.028734
TMEM179	4	-0.19433	-1.6173	0.63622	0.92698	0.10581	0.5
ANKHD1	4	-0.25339	-1.8817	0.51586	0.87806	0.059882	0.4546
PTPRC	4	-0.3062	-2.097	0.42523	0.83018	0.035992	0.36337
UBA3	4	-1.5784	-3.1684	0.0018395	0.052334	0.0015327	0.059516
MEF2D	4	-0.51726	-2.2975	0.18147	0.6289	0.021591	0.28203
ZNF132	4	-0.23989	-1.6676	0.54126	0.88924	0.095394	0.5
RTKN2	4	-0.014364	-0.082014	0.84071	0.96981	0.93464	0.96446
SLC16A12	4	0.21415	1.4529	0.15725	0.59951	0.14625	0.5
NOXRED1	4	-0.034368	-0.63237	0.91011	0.98104	0.52715	0.73276
CCL18	4	0.013704	0.16012	0.73874	0.94839	0.87279	0.92929
DAZ4	4	0.35231	1.3943	0.02456	0.23796	0.16323	0.5
ANKRD6	4	0.11485	0.90387	0.39132	0.81113	0.36606	0.61439
CALR	4	0.046825	0.49499	0.61842	0.92103	0.62061	0.76715
EXOSC9	4	-1.857	-3.1648	0.00034802	0.015766	0.0015517	0.059991
DNAJC21	4	-0.00052003	-0.0048513	0.78836	0.95699	0.99613	0.99871
E2F6	4	0.20734	0.75559	0.16943	0.61694	0.44989	0.68218
MAPK10	4	0.22222	1.4239	0.14298	0.57896	0.15448	0.5
TAS2R13	4	0.40406	1.2118	0.012429	0.15934	0.22557	0.51524
TAS2R41	4	0.042155	0.20851	0.63597	0.92696	0.83483	0.90678
C14orf93	4	-0.1051	-0.73872	0.86258	0.97215	0.46007	0.68941
C1orf68	4	0.17082	1.0309	0.24277	0.69914	0.30261	0.56559
ACRV1	4	0.031742	0.70413	0.67525	0.93674	0.48135	0.70544
KIAA1755	4	-0.073867	-0.54495	0.95824	0.99166	0.58579	0.74838
CDC42EP1	4	0.050647	0.76009	0.6055	0.91554	0.4472	0.6801
IQCA1	4	0.29963	1.3871	0.054639	0.3762	0.16542	0.5
ANXA9	4	-0.091362	-1.2305	0.90335	0.98015	0.2185	0.51188
FCHSD1	4	-0.21323	-1.5298	0.59595	0.91142	0.12606	0.5
SLC2A5	4	0.1515	1.5844	0.29074	0.74514	0.11311	0.5
CCNB3	4	0.36675	1.4331	0.020185	0.21301	0.15182	0.5
KLHL1	4	0.36988	1.3617	0.01929	0.20838	0.17329	0.5
RPL11	4	-3.1203	-4.198	9.9433e-05	0.0097087	2.6927e-05	0.0058216
ADORA1	4	-0.77684	-1.4858	0.059411	0.38849	0.13733	0.5
USP42	4	-0.051543	-1.1969	0.96923	0.99394	0.23134	0.51886
TPH2	4	-0.15775	-1.3917	0.72039	0.94521	0.16401	0.5
TRIM10	4	-0.0093548	-0.11015	0.82172	0.96446	0.91229	0.95299
C7orf77	4	0.10235	0.65631	0.43055	0.83373	0.51163	0.72533
PGAP1	4	0.46026	1.3156	0.005618	0.094958	0.1883	0.50162
RASGEF1A	4	-0.055999	-0.3561	0.98494	0.99834	0.72176	0.83599
IRX3	4	0.10834	1.6669	0.41265	0.826	0.095536	0.5
PDGFRL	4	0.11308	0.80241	0.39709	0.81583	0.42231	0.65853
BPNT1	4	-0.21588	-0.91146	0.59019	0.90847	0.36206	0.6115
LAMA5	4	0.15777	1.2624	0.27399	0.73236	0.2068	0.50644
UBXN8	4	-0.96271	-1.6712	0.0263	0.24582	0.094683	0.5
FAM58A	4	-0.96242	-2.4592	0.0263	0.24582	0.013924	0.22037
GPR176	4	0.1417	1.5938	0.3154	0.76424	0.11099	0.5
NT5C3A	4	0.5037	1.3345	0.0035299	0.073575	0.18206	0.50089
HS6ST2	4	-0.0037372	-0.066997	0.80093	0.96053	0.94658	0.97091
MELK	4	0.084623	0.75048	0.48852	0.86481	0.45297	0.68421
NCBP1	4	-1.2779	-2.3126	0.0054688	0.093857	0.020746	0.27782
HDHD3	4	-0.030658	-0.28346	0.89594	0.97866	0.77683	0.87267
DDX59	4	-0.97403	-2.4187	0.024958	0.23996	0.015577	0.23486
AUH	4	0.13391	0.82527	0.33524	0.77682	0.40922	0.64821
SH3PXD2A	4	0.098499	1.2246	0.44293	0.84127	0.22074	0.51303
CNTROB	4	-0.15432	-1.0748	0.72909	0.9467	0.28245	0.55146
NATD1	4	-0.92728	-1.57	0.030327	0.26533	0.11642	0.5
TOR1AIP2	4	-0.028564	-0.49439	0.88933	0.97786	0.62103	0.7674
ECE2	4	0.28063	1.4807	0.068758	0.41719	0.13869	0.5
NKD1	4	-0.010852	-0.10493	0.82728	0.96615	0.91643	0.95506
SUPT16H	4	-1.7449	-2.9344	0.0005966	0.023483	0.0033418	0.092585
TSPYL1	4	0.090051	1.0078	0.47106	0.85646	0.31354	0.57442
TOR4A	4	-0.072373	-1.2519	0.96276	0.99277	0.21061	0.50793
CMTM2	4	-0.091431	-1.1844	0.90315	0.98004	0.23624	0.5218
UCN2	4	-0.20037	-1.631	0.62365	0.92344	0.1029	0.5
SULT2A1	4	-0.017955	-0.20831	0.85304	0.97108	0.83498	0.90679
TRNP1	4	-0.19516	-1.81	0.63463	0.92634	0.070293	0.48807
SIRT3	4	-0.1471	-1.0134	0.74784	0.94919	0.31087	0.5721
A4GNT	4	0.12311	0.88753	0.36666	0.79754	0.37479	0.62051
HTR2C	4	0.37927	1.5288	0.016854	0.19294	0.12632	0.5
FGF23	4	0.12178	1.0487	0.37024	0.79951	0.29432	0.56048
SRGAP3	4	0.06748	0.62549	0.54882	0.89292	0.53165	0.734
ZGRF1	4	0.16445	1.3586	0.25753	0.71646	0.17427	0.5
ANKRD34B	4	-0.13242	-1.0873	0.78587	0.95699	0.27692	0.54831
KRTAP10-5	4	0.27353	1.585	0.074873	0.43251	0.11296	0.5
OR5P3	4	0.13482	1.2295	0.3333	0.77668	0.21888	0.51188
DHRS7C	4	-0.14633	-0.68735	0.75087	0.94978	0.49186	0.71279
C8orf58	4	0.14377	1.4142	0.31008	0.75978	0.15731	0.5
IGFBP2	4	0.11915	1.4969	0.378	0.80338	0.13441	0.5
ERP27	4	0.26315	1.3466	0.087104	0.46411	0.17812	0.50061
VWA7	4	0.050748	0.85373	0.60515	0.91554	0.39326	0.63606
SYNJ2BP-COX16	4	0.058108	0.46865	0.57786	0.90578	0.63932	0.77933
CCR10	4	-0.1233	-1.1189	0.81157	0.96307	0.26318	0.53877
C2orf88	4	0.23123	1.0218	0.13006	0.56009	0.30688	0.569
ASCL4	4	0.14962	1.2538	0.29532	0.74893	0.20991	0.50792
PDF	4	-0.078804	-1.3651	0.94258	0.98688	0.17221	0.5
MC5R	4	-0.29136	-1.1941	0.45103	0.84537	0.23242	0.51974
P4HB	4	-0.062431	-0.40762	0.99503	0.99905	0.68355	0.81082
KHDC3L	4	-0.22588	-1.6473	0.57005	0.90227	0.0995	0.5
MID2	4	0.097704	1.1238	0.44516	0.84221	0.26111	0.53734
KIF21B	4	0.065241	0.83202	0.55524	0.89487	0.4054	0.64526
SPAG1	4	0.72826	1.022	0.0005966	0.023483	0.30677	0.56896
FOXRED2	4	-0.083563	-0.44418	0.92692	0.98432	0.65691	0.79214
ASIC4	4	-0.058402	-0.5826	0.99279	0.9988	0.56017	0.74014
SLC14A2	4	0.14058	1.3569	0.31814	0.76557	0.17481	0.5
TMEM42	4	-0.034826	-0.11833	0.9114	0.98106	0.90581	0.94873
OXER1	4	-0.1541	-1.3113	0.72949	0.9467	0.18975	0.50191
SATB2	4	0.14224	1.0648	0.31401	0.76341	0.28698	0.5546
FGF5	4	0.075718	1.0206	0.51939	0.87898	0.30743	0.56945
FSHR	4	0.25219	1.3353	0.10063	0.49938	0.18179	0.50089
TMEM17	4	-0.074393	-0.50834	0.9568	0.9915	0.61121	0.76044
ALAS1	4	-0.10896	-1.3504	0.8517	0.97054	0.17688	0.50061
MFNG	4	-0.21751	-2.0177	0.58646	0.90704	0.043623	0.39883
DDX5	4	-1.1844	-2.3174	0.0087998	0.12544	0.020483	0.2754
BIRC2	4	-0.36437	-2.1187	0.34329	0.7835	0.034117	0.35637
HYLS1	4	-0.0093671	-0.058563	0.82172	0.96446	0.9533	0.97463
LRRIQ4	4	0.057706	0.57743	0.5792	0.9062	0.56365	0.74073
KIFC2	4	0.057364	0.36761	0.58029	0.90625	0.71317	0.83066
ZNF765	4	0.030696	0.18698	0.67868	0.93701	0.85168	0.91646
ZNF570	4	0.044314	0.39897	0.62842	0.92573	0.68992	0.81516
APEH	4	0.032533	0.87303	0.67257	0.93627	0.38265	0.62722
LINGO2	4	-0.69875	-1.3623	0.084369	0.45623	0.1731	0.5
ETAA1	4	-0.93249	-1.6449	0.02983	0.26247	0.1	0.5
CD200R1L	4	0.25688	1.5235	0.09471	0.48375	0.12764	0.5
SNX16	4	-0.014683	-0.093518	0.8415	0.96981	0.92549	0.9596
ZNF219	4	-0.069752	-0.49308	0.97047	0.99419	0.62195	0.76791
IL17C	4	-0.23033	-1.1817	0.55981	0.89714	0.23731	0.52266
ACCSL	4	-0.0434	-0.45855	0.94089	0.9866	0.64656	0.78456
HIST1H3H	4	0.15836	1.63	0.2721	0.72973	0.1031	0.5
GMPS	4	-2.0866	-3.9137	0.00014915	0.0097087	9.0908e-05	0.010831
GNPAT	4	-0.13964	-1.2247	0.76693	0.95317	0.22068	0.513
GABRA6	4	0.058582	0.52782	0.57622	0.90546	0.59762	0.75341
RPUSD4	4	-1.9201	-4.0515	0.0002983	0.015345	5.0899e-05	0.0083065
C10orf131	4	0.068961	0.37972	0.54315	0.89031	0.70415	0.82442
GPX3	4	0.21156	1.4505	0.16133	0.60586	0.14692	0.5
MMGT1	4	-0.52763	-1.7109	0.17277	0.61954	0.087109	0.5
ERG	4	0.059915	0.58057	0.57174	0.90359	0.56153	0.74035
HIST1H2AI	4	-1.2947	-2.6902	0.00527	0.093043	0.0071406	0.14776
ZNF439	4	-0.020997	-0.1319	0.86368	0.97263	0.89507	0.94208
LRRCC1	4	0.3355	1.5003	0.031272	0.27007	0.13354	0.5
DHRS12	4	0.25898	1.4982	0.091926	0.47642	0.13408	0.5
DBP	4	-0.54804	-2.1607	0.15989	0.60394	0.030715	0.33952
SPINK2	4	0.2972	1.4842	0.056528	0.38231	0.13776	0.5
FIP1L1	4	-1.4923	-3.0959	0.0025355	0.061818	0.001962	0.069235
KIAA0556	4	-0.080905	-0.83845	0.93512	0.98551	0.40178	0.6421
RSU1	4	0.35586	1.5148	0.023218	0.23005	0.12982	0.5
UGDH	4	0.19496	1.6401	0.1926	0.64513	0.10098	0.5
HCRTR2	4	0.21501	1.3931	0.15571	0.59725	0.1636	0.5
RASSF2	4	-0.2162	-2.0198	0.58954	0.90806	0.043404	0.39773
CYP4Z1	4	0.2695	1.3708	0.079298	0.44392	0.17043	0.5
REM2	4	-0.34844	-1.6319	0.36497	0.79681	0.1027	0.5
LANCL1	4	-0.034268	-0.64314	0.90971	0.98104	0.52013	0.73007
PEG10	4	0.1029	0.80701	0.429	0.83285	0.41966	0.65599
MRPL10	4	-1.2707	-3.1218	0.005618	0.094958	0.0017976	0.064914
SCARF2	4	0.083869	1.0024	0.4907	0.86531	0.31614	0.57652
ZNF747	4	0.090546	0.7351	0.46928	0.85576	0.46228	0.69101
PKP1	4	0.11662	1.5434	0.3864	0.80807	0.12273	0.5
DSCR3	4	0.095459	0.44785	0.45351	0.84719	0.65426	0.79024
ATP6V1C1	4	-2.0872	-4.0082	0.00014915	0.0097087	6.1183e-05	0.008697
DCUN1D5	4	0.22021	1.3288	0.14666	0.58416	0.18393	0.50162
GLCE	4	0.23834	1.5295	0.11867	0.53844	0.12615	0.5
USP9X	4	-0.41643	-1.3565	0.27921	0.73647	0.17493	0.5
CELA2B	4	0.13496	0.88624	0.333	0.77667	0.37549	0.621
ANKS4B	4	-0.29654	-1.2375	0.44243	0.84096	0.21589	0.51108
CLN8	4	0.15371	1.125	0.28463	0.73966	0.26061	0.53684
BATF3	4	-0.27285	-1.6876	0.48056	0.8615	0.091491	0.5
RPUSD1	4	-0.0144	-0.1431	0.84076	0.96981	0.88621	0.93704
CPA3	4	0.031632	0.22908	0.6759	0.93674	0.8188	0.89699
LUC7L	4	0.12937	0.92758	0.34866	0.78745	0.35363	0.6037
LRCH4	4	0.21624	1.4088	0.15402	0.59562	0.1589	0.5
FAM127B	4	0.23806	1.4755	0.11922	0.53948	0.14007	0.5
EIF5A	4	-1.8431	-2.586	0.00034802	0.015766	0.0097102	0.17723
KCTD15	4	-0.18195	-0.59258	0.66387	0.93451	0.55347	0.73771
CCDC80	4	0.0062952	0.061231	0.76434	0.95305	0.95117	0.97384
TRUB1	4	-0.054571	-0.52506	0.97967	0.99666	0.59954	0.75396
SLC26A11	4	-0.25493	-1.7549	0.51288	0.87674	0.079282	0.5
GNG8	4	-0.26879	-1.3272	0.48757	0.86426	0.18445	0.50162
ART4	4	-0.38687	-2.1732	0.31456	0.76376	0.029767	0.33435
STYXL1	4	0.051215	0.62758	0.60331	0.9149	0.53028	0.73365
ZGLP1	4	0.12315	1.3	0.36661	0.79754	0.19361	0.50294
IMMT	4	-0.69481	-1.9485	0.086109	0.46199	0.051353	0.42841
FAM180A	4	0.064711	0.5312	0.55678	0.89575	0.59528	0.75211
MOS	4	0.12734	1.0066	0.35408	0.79039	0.31411	0.57484
CAND1	4	-0.88405	-2.5122	0.037635	0.29992	0.011999	0.20163
OR10K1	4	0.22047	1.0907	0.14592	0.58304	0.2754	0.5471
HOMEZ	4	0.17128	1.3617	0.24142	0.69764	0.17328	0.5
EFNB2	4	0.1133	0.41614	0.39649	0.81538	0.6773	0.80606
CDYL	4	0.57014	1.312	0.0019887	0.053476	0.18953	0.50191
NARS2	4	-1.0307	-2.1439	0.01929	0.20838	0.032043	0.34623
ESF1	4	-1.0549	-2.7518	0.017649	0.19755	0.0059277	0.13088
RRP36	4	-0.63269	-1.9457	0.11077	0.523	0.051686	0.4285
AGAP6	4	-0.72167	-1.4774	0.077061	0.43909	0.13958	0.5
SNAPC5	4	-0.9033	-1.8013	0.033459	0.27844	0.071649	0.49147
GIT1	4	0.056865	0.56711	0.58158	0.90625	0.57064	0.74202
SGSM1	4	-0.2937	-1.3902	0.44755	0.8428	0.16448	0.5
CINP	4	-1.0203	-2.2813	0.020135	0.2126	0.022532	0.28848
RDH14	4	0.13995	0.91629	0.32018	0.76721	0.35951	0.60921
CD34	4	0.043237	0.7629	0.63249	0.92634	0.44552	0.67868
FOXO4	4	0.1443	0.9373	0.30889	0.75873	0.3486	0.60011
FGD6	4	0.30497	1.4984	0.050413	0.35868	0.13404	0.5
SOD3	4	0.14906	1.3973	0.29691	0.74909	0.16231	0.5
HCK	4	-0.45543	-2.0613	0.23635	0.69327	0.039277	0.38135
PLCD3	4	0.33655	1.4876	0.030874	0.26767	0.13687	0.5
CD244	4	0.030413	0.52703	0.67958	0.93701	0.59817	0.75353
MCM9	4	-0.099989	-1.0383	0.8768	0.97498	0.29913	0.56384
CRACR2B	4	-0.4943	-2.068	0.19941	0.6523	0.038644	0.37805
C3orf56	4	-0.49296	-1.4848	0.20081	0.65362	0.13759	0.5
RNPC3	4	-1.6063	-3.3721	0.0016406	0.050152	0.00074604	0.037798
SULF1	4	0.20142	1.168	0.17893	0.62674	0.2428	0.52666
RANBP17	4	0.24471	1.0342	0.10997	0.52191	0.30103	0.56451
WFDC12	4	0.097239	1.0669	0.44685	0.84254	0.286	0.55392
PPAPDC2	4	-0.0066641	-0.16724	0.81167	0.96307	0.86718	0.92631
NUP50	4	-0.57728	-2.4049	0.1412	0.57735	0.016176	0.23941
PCDHGA12	4	0.12799	0.5833	0.35234	0.78957	0.55969	0.7399
ACVR1C	4	0.12261	1.6614	0.3678	0.79823	0.096626	0.5
SNURF	4	0.346	1.2528	0.026847	0.24839	0.21028	0.50792
ABCB5	4	0.070954	0.76842	0.53595	0.88552	0.44224	0.67609
LILRA6	4	0.1579	0.95141	0.27369	0.73222	0.3414	0.59546
HIGD1C	4	0.24893	1.1447	0.1046	0.50894	0.25235	0.53066
RPL41	4	-0.45163	-1.0621	0.23983	0.69625	0.28821	0.5549
FGD2	4	0.1438	0.88829	0.31003	0.75978	0.37439	0.62015
CAPN1	4	0.21883	0.82947	0.14935	0.58937	0.40684	0.64643
WAC	4	-0.81973	-2.4841	0.049866	0.35618	0.012988	0.2117
U2SURP	4	-1.2695	-2.3449	0.0057174	0.095993	0.019032	0.26318
ACER1	4	-0.42232	-1.6829	0.2727	0.73075	0.092394	0.5
AP3B1	4	-0.13551	-1.4086	0.77831	0.95574	0.15894	0.5
PRSS42	4	-0.037685	-0.19431	0.92115	0.98277	0.84593	0.91275
FAM129C	4	-0.047463	-0.62187	0.95555	0.99123	0.53403	0.73477
FAM132A	4	-0.0089729	-0.056213	0.82062	0.96446	0.95517	0.97539
PLEKHA2	4	0.30603	1.2036	0.049468	0.35445	0.22874	0.51704
ESRRG	4	-0.013734	-0.12881	0.83733	0.96855	0.89751	0.94344
NOP10	4	-1.8723	-3.153	0.0002983	0.015345	0.0016159	0.061789
SMCP	4	0.25914	0.90063	0.091677	0.47587	0.36779	0.61539
ITIH6	4	0.016287	0.25602	0.72984	0.9467	0.79793	0.88501
OR52N5	4	-0.02077	-0.26392	0.86253	0.97215	0.79184	0.88146
CUEDC1	4	0.14895	1.3943	0.29721	0.74909	0.16324	0.5
COPS7B	4	0.32837	1.3489	0.034851	0.28589	0.17736	0.50061
ZC3H4	4	-0.069276	-0.37917	0.97241	0.99481	0.70456	0.8246
ZNF878	4	0.15195	0.7407	0.28945	0.7445	0.45887	0.68879
LYG1	4	0.27575	1.1734	0.072984	0.42911	0.24065	0.52553
GOLGA6L1	4	-1.8756	-3.0368	0.0002983	0.015345	0.002391	0.076971
TBP	4	-0.81241	-1.439	0.051457	0.363	0.15016	0.5
LPIN2	4	-0.30678	-1.9558	0.42448	0.83018	0.050484	0.42557
HDAC4	4	0.12674	1.3432	0.35587	0.79162	0.1792	0.50061
C2orf44	4	-0.34676	-1.6561	0.36741	0.79784	0.097695	0.5
FNIP1	4	-0.30842	-1.5535	0.4216	0.82974	0.1203	0.5
XAF1	4	-0.16014	-1.5808	0.71463	0.94393	0.11391	0.5
HOXB1	4	-0.024316	-0.36006	0.87427	0.97498	0.7188	0.83384
ZNF611	4	-0.0025899	-0.028615	0.79631	0.95893	0.97717	0.98828
KCNE1	4	0.011087	0.090305	0.74649	0.94894	0.92805	0.96116
KRT14	4	-0.1935	-0.82397	0.63841	0.92742	0.40996	0.64868
ANO9	4	-0.017064	-0.1358	0.84996	0.97027	0.89198	0.94069
ARHGAP10	4	-0.60532	-1.2073	0.12499	0.55009	0.2273	0.5161
NEIL3	4	-0.13084	-1.3395	0.79039	0.95736	0.18042	0.50061
HUWE1	4	-1.8819	-3.8168	0.0002983	0.015345	0.00013522	0.013196
C1orf194	4	-0.0895	-0.77867	0.90857	0.98084	0.43618	0.67083
CDR2	4	-0.080055	-0.68556	0.9379	0.98594	0.49299	0.71364
ZFP57	4	0.22226	1.321	0.14298	0.57896	0.18649	0.50162
ZNF777	4	-0.19143	-1.1043	0.64323	0.92776	0.26946	0.54289
C11orf21	4	-0.12609	-1.6215	0.80377	0.96175	0.10491	0.5
FAM24B	4	-0.36452	-0.81781	0.34309	0.78323	0.41346	0.65193
UBE2S	4	-0.091494	-0.82824	0.9029	0.98003	0.40753	0.64677
BCKDHB	4	-0.051596	-0.58331	0.96947	0.99394	0.55969	0.7399
CXXC1	4	-0.24269	-1.6589	0.5354	0.88552	0.097127	0.5
GALK1	4	-0.25287	-1.1355	0.51661	0.87824	0.25616	0.53292
CXADR	4	0.32997	1.1903	0.033857	0.27956	0.23392	0.52059
LILRA2	4	-0.28651	-1.2532	0.45864	0.84945	0.21015	0.50792
KLHL11	4	-0.065135	-0.35551	0.98598	0.99839	0.72221	0.8362
MTMR6	4	0.0050759	0.058609	0.76887	0.95338	0.95326	0.97463
ZNF100	4	0.22229	0.66456	0.14294	0.57896	0.50633	0.72217
FGF7	4	0.08963	0.73926	0.47261	0.85725	0.45975	0.68934
CABS1	4	0.16825	1.4017	0.24873	0.70604	0.161	0.5
KLHL9	4	-0.0023049	-0.021456	0.79522	0.95867	0.98288	0.99141
FRMD8	4	0.026115	0.25867	0.69588	0.94165	0.79589	0.88392
MTERF2	4	0.11369	1.6526	0.3951	0.81424	0.09842	0.5
BUB3	4	-2.8985	-5.4986	9.9433e-05	0.0097087	3.8278e-08	0.00020435
LMNA	4	-1.26	-2.6128	0.0059163	0.097942	0.0089793	0.1677
SYNGR3	4	-0.33909	-1.8134	0.3773	0.80298	0.069764	0.48673
KCNK4	4	-0.35981	-1.5479	0.34886	0.78763	0.12164	0.5
ATXN7L1	4	0.11682	1.2106	0.3859	0.8077	0.22604	0.51543
RXRG	4	0.24969	1.4054	0.10381	0.5068	0.15991	0.5
AKR7A2	4	-0.096174	-0.81377	0.88863	0.97752	0.41578	0.65345
C22orf23	4	-0.08839	-0.45705	0.91205	0.98112	0.64763	0.7852
NAT10	4	-1.1328	-2.3771	0.011435	0.15062	0.017449	0.24964
WDR78	4	-0.3465	-1.2902	0.3679	0.79836	0.19699	0.50354
PUS10	4	-0.01802	-0.23958	0.85344	0.9712	0.81065	0.89198
OR51F2	4	0.04088	0.63916	0.64015	0.92766	0.52272	0.73107
RGS20	4	0.075137	0.49682	0.52158	0.87898	0.61931	0.76617
DPF3	4	0.0016556	0.023689	0.7801	0.95659	0.9811	0.99024
POMT1	4	0.055277	0.50695	0.58725	0.90757	0.61219	0.7608
KIAA1958	4	-0.099382	-1.6688	0.87914	0.97546	0.095154	0.5
MUT	4	0.12387	0.87712	0.36467	0.79668	0.38042	0.62582
CDH2	4	0.095128	0.69078	0.45436	0.84754	0.4897	0.71106
PRKAR1B	4	0.19156	0.94298	0.19941	0.6523	0.34569	0.59843
ZKSCAN1	4	0.28047	1.4312	0.068957	0.41802	0.15236	0.5
CD83	4	-0.15037	-1.4417	0.73939	0.94854	0.14938	0.5
CHKB	4	0.0059437	0.075564	0.76549	0.95316	0.93977	0.96762
AKAP5	4	-0.041743	-0.57002	0.93547	0.98551	0.56867	0.74137
PAGR1	4	-0.24957	-1.6523	0.52202	0.87898	0.098463	0.5
GDF7	4	0.034588	0.30902	0.66397	0.93451	0.75731	0.8605
LAPTM4A	4	0.10155	0.66483	0.43373	0.83658	0.50616	0.72203
TTC28	4	-0.17069	-1.2771	0.69101	0.93976	0.20156	0.50465
PANK1	4	0.059286	0.69085	0.57378	0.90404	0.48966	0.71106
PNMT	4	-0.029976	-0.59746	0.89361	0.97849	0.5502	0.73651
HIC2	4	-0.16107	-1.1439	0.71269	0.94346	0.25267	0.53094
C18orf25	4	0.068982	0.5223	0.5431	0.89031	0.60146	0.75491
TMEM189-UBE2V1	4	0.2379	1.4743	0.11957	0.54009	0.14039	0.5
ZNF215	4	0.24444	1.4038	0.11032	0.52268	0.16039	0.5
SPTB	4	-0.20143	-1.6341	0.62086	0.92198	0.10223	0.5
C1orf43	4	-0.13772	-0.93909	0.7719	0.95405	0.34768	0.5997
HMGXB3	4	-0.37858	-1.8534	0.3244	0.77049	0.063819	0.46785
ACKR2	4	-0.0886	-0.4254	0.9116	0.98106	0.67054	0.80158
ARL9	4	-0.085487	-1.1886	0.9214	0.98277	0.23462	0.52119
NUDT21	4	-1.5842	-2.9001	0.0017898	0.052174	0.0037308	0.098876
S1PR5	4	0.15041	1.3481	0.29353	0.74715	0.17763	0.50061
SMCHD1	4	0.044092	0.53546	0.62921	0.92576	0.59233	0.75105
ZNF397	4	-0.010206	-0.024675	0.8249	0.96535	0.98031	0.98991
ADAM22	4	0.011609	0.07258	0.74535	0.94873	0.94214	0.96914
AQP12B	4	-0.3589	-1.4799	0.34991	0.78831	0.13891	0.5
C15orf56	4	-0.21392	-1.6404	0.59476	0.91077	0.10091	0.5
CFP	4	0.053301	0.38318	0.59516	0.91104	0.70159	0.82344
CXXC4	4	0.15076	0.94788	0.29243	0.74654	0.34319	0.59673
