sgRNA	Gene	Cont1.initial	Cont1.final
40236503	RLF	1996	2124
9430902	IPO7	2200	524
155767659	C3orf33	944	862
48918620	ARIH2OS	247	131
63578939	PTP4A1	1257	1092
132060791	IL3	2528	2997
89245701	LIPA	746	636
55796044	OR5D14	596	737
43330071	LCMT2	1188	1407
1105279	GPX4	373	299
83085026	METRNL	614	396
38479493	ARHGAP23	1091	706
NA	Non-Targeting_Control-N947	1772	1911
142300582	TSNARE1	1394	1230
101391477	RPL36A-HNRNPH2	308	54
11817329	TAMM41	2144	1679
141173801	PCDHB7	2073	2030
NA	Non-Targeting_Control-N948	2062	2535
74906360	FAM219B	471	391
101883465	PPP2R5C	758	885
38953312	PLEKHA2	1102	1103
146522001	PLSCR1	1730	1662
119370752	DBI	425	546
29030744	USP16	2029	1688
72207249	ERCC6L	637	543
36191878	CCDC169-SOHLH2	820	794
5884890	OR52E4	1756	1847
130160892	GLRX3	1783	2162
130261124	ZBTB44	1341	1268
50310225	CCNB3	1605	1876
19160258	UBR4	2171	1760
98788187	ST3GAL6	964	986
50630021	SYT3	752	674
24313448	ADAM28	1284	1568
246565911	TFB2M	627	343
95799310	CEP57	567	349
56577275	OR5M10	1877	2209
40700391	ADCK4	1639	1281
110661381	HVCN1	751	845
20738970	THUMPD1	1141	962
53729528	ASB3	743	1003
113903664	ARSJ	625	734
87256462	ZNF292	1523	1352
70270116	ARR3	1528	1522
88153328	C3orf38	1014	976
74023028	CCDC176	2515	3233
413224	C17orf97	1281	1875
164730083	COBLL1	1695	1861
38493679	LIFR	1462	1278
138776100	CCDC28A	1909	2311
56994837	POLR2B	746	192
171360504	METTL8	1329	1269
70288183	SNRPG	1485	487
49852046	CRISP1	779	556
236226496	ERO1LB	1239	1539
141393117	PCDHGA8	1957	2420
128052039	ACTRT1	1397	1230
133559341	SYCE1	2939	3423
7711604	DPPA3	1777	1348
97651007	PI4K2A	2404	2815
75647783	SENP6	973	688
78701676	CYTH1	2620	1898
98169149	OR5H15	1067	1223
98133147	OR5H1	1319	1686
122911941	ZBTB6	803	825
35930172	RDM1	704	454
48745638	IZUMO1	1345	1468
27656870	SCARA3	2706	2375
19474173	TMC5	1086	1011
55624311	FOXR2	1757	2233
107576478	DUS4L	1447	929
102862308	ERCC5	792	731
23891643	C1QTNF9B	762	859
24321415	C1QTNF9	2460	2851
71583772	LGR5	2083	2557
50162744	IZUMO2	1406	1892
3102804	IL5RA	1882	2287
14897170	SUV39H2	2388	2260
35013608	DPY19L1	1077	1274
78476325	IREB2	1095	1001
36171909	TBC1D3B	1662	482
196779173	CFHR3	2048	2014
27748564	CCDC25	1923	1632
36593728	RAG2	2943	2903
116461951	CT83	2553	3525
132489416	IRF1	976	922
10449963	ROPN1L	1166	1274
94084356	NSUN3	1480	825
76725852	JMJD6	647	332
98888179	CHD1	2193	1733
14823379	C12orf60	1166	1312
58065561	ALDH1A2	1230	1245
58252812	CCDC113	1492	1003
NA	Non-Targeting_Control-N949	987	1207
132748263	ANKLE2	403	258
61241616	USP34	1561	1707
183320126	CLDN22	427	579
229288823	RAB4A	1442	1176
51338957	DOCK3	944	1120
36949795	ZNF568	3317	3840
56376013	OR8U1	1172	1211
39165092	ARL5C	1678	1284
37444645	NWD2	1174	1423
53849744	IL17RB	1385	1724
183322334	CLDN24	680	569
14165268	LIPI	986	844
55513041	SSC5D	1273	1363
44201834	PPM1B	3214	3306
118917749	MCM9	2706	1939
171921763	DNM3	1142	1149
13291838	PHYH	1311	1275
18666623	ARL5B	1324	1550
18281030	JUND	1045	678
74723282	FCF1	952	332
203085758	MYOG	1512	1824
48561983	N4BP1	2166	2126
149980837	SLC26A2	1504	1358
7579908	RBFOX1	1554	2095
32641320	HLA-DQA1	1469	1480
24556360	DHX15	922	391
46651348	SLC9A7	2024	1682
113095911	LRIG2	1835	2205
30288724	GATSL3	1897	1787
141096013	PCDHB2	1361	1343
59185490	PRR11	2926	2151
8943241	MBOAT2	1117	1371
49735522	CRISP3	2720	3206
41573683	CSDC2	1106	1387
100732519	TFG	981	1132
30758127	CAPN13	1399	839
18203743	BEND2	2506	2752
112148685	IL18	511	546
18889847	PRPSAP2	1750	1330
37505294	DYRK1A	1115	818
17801319	RAI2	699	962
4697107	CDC37L1	990	996
55994500	OR5F1	694	811
48075090	CBX1	1150	837
22523543	C2CD5	340	413
34588466	PIGU	1749	1732
47280388	STIL	2421	1308
30101965	LEPROTL1	2417	2629
21028781	ROCK1	819	658
122425426	SNCAIP	690	792
141723254	WEE2	1943	1952
170847780	GAD1	2122	2333
196163267	STK17B	872	1104
124861432	RPL35	927	180
23900959	NKIRAS1	1820	1481
128239491	DNM1	2164	1783
27245989	EVX1	425	228
112834639	ATP11A	1117	1058
87284620	GJB7	1385	765
115170307	LRCH2	1127	1295
93621785	UNC79	1640	1005
20584218	RNASE11	1600	1822
47157534	IER3IP1	2259	2134
61982660	MED13	423	355
7237390	PHF23	1289	1581
8499697	PRAM1	605	648
53460018	DMRTB1	2266	2295
116724328	KPNA5	1008	960
154966332	SHC1	1807	1561
133584138	CDV3	1091	1128
75830533	MYO6	2144	2128
108749311	ETNPPL	901	899
113188394	FKBP15	1306	944
196141254	STK17B	3018	2825
21977079	SMS	1462	1024
235744783	AGAP1	2547	2748
117841848	FXYD6	2198	2469
99942962	MCHR2	1046	1530
21227822	IFNA17	855	996
21206746	IFNA10	702	431
64951097	RAB15	1246	925
128999713	SCLT1	811	836
206605401	EIF2D	584	428
42561130	SEC22C	1618	1491
25332680	DOCK5	827	1005
47638980	MTCH2	1566	618
112549387	POLR1B	1554	409
53092535	FBXO9	1212	1412
44973198	CLPTM1	2978	3367
47915931	ZNF81	1332	1676
30602045	G2E3	1672	1573
34260522	ASIP	2412	2744
35811725	SPAG8	1462	1210
30677440	GK	1586	2069
125504632	SNX4	1992	2063
69514097	OCLN	1572	2238
3437419	ZNF597	950	994
21207014	IFNA10	644	647
67610967	CTCF	1472	2348
126408484	ST3GAL4	857	680
43943027	UBE2D4	1150	1389
1315417	CPSF3L	606	550
108234406	NBPF4	2179	1725
167869511	B3GALT1	1437	1342
170553143	PSMB1	1047	370
49042270	IGF2BP1	1417	1784
133845382	SPATA19	1087	1067
70093742	H2AFY2	799	784
159898894	LY75	2191	2029
20398938	ITGB8	1688	2173
2823025	SH3BP2	1789	1880
132817459	PHF20L1	2322	2193
159976698	PLA2R1	956	786
16294985	OXNAD1	2468	2607
122555299	PARP9	956	1010
176193036	SPATA4	1496	1653
12893416	PRAMEF10	919	812
31692511	PPP1R17	568	701
187360658	CALCRL	2047	2217
85687473	GINS2	1256	171
34490469	WTIP	933	887
35118286	NBEA	2529	2565
31320386	EVI2A	2764	2928
102009814	IL1R2	570	326
177230133	BRINP2	666	708
65595738	VWA9	1268	713
2815432	C20orf141	1910	2582
42512984	SNAP23	579	229
122730102	HCAR1	1281	1462
76285283	SV2C	1511	1057
137206990	IFNGR1	2282	3164
49017719	DALRD3	833	624
8684721	RPL27A	621	198
108884441	C7orf66	2218	3319
2654935	NOP56	1612	360
55533895	CFAP36	2300	2500
24796040	DAZ3	1033	1263
114402903	RBM7	588	586
103083760	ARMC10	719	968
203395768	ABI2	817	790
100578539	MURC	1706	1590
57257535	MSI2	1439	1518
52261393	WDR82	7	1
45372168	SMC1B	1020	1303
28272324	SESN2	1788	1801
36602634	MRM1	1278	556
145165164	OTUD4	2505	2519
26318059	CD52	1050	1347
47503428	CD2AP	1446	1378
225085777	DNAH14	2427	2820
15444694	SNAPC3	1000	144
35883975	SEPT7	2058	831
22614302	CCAR2	619	470
112913082	IL37	2044	2260
52663814	ERO1L	1174	1197
53242138	TKT	2759	1082
20552157	ACSM2B	912	573
187072935	ST6GAL1	949	1225
74976042	KAT6B	764	672
132209158	P4HA2	1780	1522
70366772	KCNMB4	463	367
171987801	DNM3	1189	1103
123774160	FAM91A1	1885	1428
29995442	HIRIP3	937	1118
566118	NINJ2	1736	2117
41835035	JMJD7	695	1049
43869067	MRPS24	507	477
95582980	ARSK	1416	889
84748052	TBX18	2576	2389
89908380	C15orf38-AP3S2	559	459
102317855	NXF2	819	745
98281933	BRI3	1487	1224
67865217	NUTF2	589	807
68043100	KPNA2	1381	1259
80442943	FAM46D	1047	1118
8288848	RANGRF	623	771
23967010	DDTL	363	219
50626847	ARSA	715	561
70333677	KIF4A	1045	556
103176306	DYNC2H1	991	1144
17939742	PCM1	1618	1510
15687941	FAM200B	1195	1226
53382986	SP1	1495	1053
31956455	YWHAH	1951	1656
35883906	SEPT7	1675	807
71634319	MARVELD3	1706	1602
47224731	CDK16	1066	1031
72936546	KCNB2	2516	3126
88156248	C3orf38	1325	1307
55966733	LYN	2011	2406
28822385	SPDYA	561	445
62724310	HNRNPUL2	1413	912
94003797	ARL13B	2702	2848
56290937	OR8H1	2415	2747
233636767	UGT1A10	1169	1011
20988019	LZTR1	809	803
89724084	KIF20B	676	738
120443198	MRPL13	610	126
9110031	A2M	2052	2511
130359677	CPA5	865	1098
76291319	SV2C	2451	1987
158631848	PKP4	923	1082
27893590	HIST1H2BO	2619	2044
101671075	GRIN3A	1186	1197
69693882	BEST3	873	554
120453469	CDK5RAP2	2992	2317
11982380	DEFB135	881	737
90277329	CFAP69	1249	1290
92702197	EVI5	1189	941
92163691	LRRD1	1044	876
179708368	CANX	431	155
93443632	CALCR	2664	2822
179333564	ZNF639	764	503
120425319	MRPL13	402	239
99900001	DNMBP	1043	1328
65541542	AXIN2	2422	2135
230245936	SP140	1686	1823
20781741	RNASE6	1064	1477
45844355	ACOT8	1510	1691
112570658	SLC35A5	696	443
181124785	OR2V1	2701	2657
48121155	PTPRJ	2343	1875
24494863	PDK3	631	825
95189922	SESN3	1700	1679
86732466	PTPN13	861	731
189003779	COL3A1	1051	1240
17509525	PEMT	1015	1151
99408102	PNISR	805	856
106335795	TCP11L2	1507	1627
16689500	CTPS2	1098	797
44785612	BEST4	515	415
36103969	CCL4	911	958
120425358	MRPL13	1457	706
143876050	TCAF1	1186	1315
57159180	DUXA	828	965
148213915	SPINK6	1766	1913
49917027	ATP8B4	1283	1394
5216726	LYRM4	2383	1728
108972784	CTNNAL1	1131	1555
24408318	NYNRIN	1254	1345
88055947	CGGBP1	632	720
4195154	ANKFY1	857	543
123545642	NDUFA5	2158	736
13357073	ARNTL	2400	2529
44666632	C17orf104	1776	1515
46039059	MSMB	1887	2127
65470842	ADAMTS6	1259	966
134784508	DDX46	1023	473
71903992	MYO9A	1042	558
151356183	NUB1	524	326
18705303	PLCZ1	913	897
124626573	TBRG1	1764	2275
54574456	LILRA2	586	780
42579120	MTA3	525	278
151802057	LINGO4	1610	1844
39066826	WDR48	2447	1951
111205342	ARHGEF7	1728	1700
98812393	DCBLD2	2174	1745
65108389	VPS51	1010	532
80438780	ZFYVE16	1021	854
22317978	COMMD3	645	703
69355766	AK6	1402	682
6650000	MED31	2451	1584
12273548	ZNF44	1940	1816
53156735	CHD9	2832	3049
196319616	HECW2	1705	1988
70882870	THAP10	1573	1551
50078742	HEATR3	614	878
196830513	CFHR1	1572	1929
167532908	WDR49	1144	1652
12963255	SEH1L	1219	490
113460693	CBWD2	683	273
54603589	OR4C46	1227	1329
141553870	RASA2	1203	1115
15741785	OR10H3	1295	1248
NA	Non-Targeting_Control-N950	3368	3487
10564022	LYVE1	791	904
55990053	RAB5B	620	627
47916721	MAP4	724	874
NA	Non-Targeting_Control-N951	3145	3393
12120870	HIVEP1	2419	3314
58088782	ZSCAN18	1721	1751
48745777	IZUMO1	426	509
247418950	NLRP3	825	889
103276153	C5orf30	1625	1628
179342165	SOAT1	1696	1613
145995406	TXNIP	2607	2967
21454391	GREB1L	1804	1511
122934281	SPATA5	1423	339
90308504	CCSER1	2565	1971
40754080	MRPS31	1024	696
248060771	OR2L3	645	900
241248336	HDLBP	534	581
46662389	SLC25A27	2933	2991
206644590	LOC200726	388	645
38581950	HNRNPLL	1876	2016
81473758	SSBP2	2197	2624
100960943	ARHGAP42	826	737
218827598	PRKAG3	474	374
65828010	HMGA2	332	188
119582211	TIAL1	1441	841
28592923	SPAG5	1163	659
129839301	UBE2H	1063	799
35479319	INO80C	896	591
154242775	GALNT13	1592	1495
140395843	CLGN	752	571
19496082	GATAD2A	1461	1344
22120998	VWA3A	1104	1387
33387324	CDK5RAP1	883	824
55609167	NMU	775	603
43881337	MPP2	766	398
20117812	ZNF90	850	1054
54058412	VSTM1	627	883
56177194	GALP	224	188
101108976	PPP3CA	1947	2130
73502586	BTF3	1621	205
150387920	TCOF1	2186	1562
30175093	DCTN6	634	310
19346343	DENND4C	552	454
73877011	PTGR2	902	926
71641016	MCCC2	2002	1868
55076582	PAGE2B	974	1337
104279383	GSTO2	2470	2228
55983821	GBAS	284	357
84939614	MCOLN2	828	585
90264054	PSMC1	1218	372
75147641	HN1	689	670
37867810	NME8	1420	2078
102821825	BIVM	673	504
112784380	TMEM168	2477	2290
121493610	POLQ	999	684
122218362	DIABLO	3238	2551
40479455	ZFP69	879	815
49846222	NEMF	959	586
115301872	ATRNL1	1516	1689
120698531	RABL3	1690	2053
127871347	AMMECR1L	2287	2365
181243698	GNB2L1	776	93
78566213	NARS2	1963	1188
15547147	TVP23C-CDRT4	1242	981
15041628	NTAN1	849	810
126631765	TEX43	489	481
230945422	TTC13	804	729
208459923	PTH2R	1943	2120
112574245	KIAA1958	1254	1479
118900854	ASF1A	297	221
89710424	TRIM77	904	798
22249080	ST8SIA1	1816	1735
166934124	RNASET2	1509	1855
182963955	DCUN1D1	1107	947
149517865	CSNK1A1	620	564
197400924	SF3B1	2853	869
38310352	ATL2	675	238
130409259	RBMX2	1176	777
95591518	ARSK	2636	2606
210154282	KANSL1L	1388	1562
66798561	SGK3	2735	3272
160677453	ARL14	2114	2405
17330776	AHR	3019	3138
87073057	HS2ST1	2563	3087
119149593	DMXL1	778	591
112454643	PTPN11	306	192
102326502	ZNF839	2330	2696
183668100	TRAPPC11	3217	688
3508398	CLUAP1	2042	2041
119321176	C2orf76	2594	3021
133120894	ZNF891	548	371
36899616	C6orf89	899	887
149848050	ZNF862	1768	1869
68654153	RAP1B	1772	1823
64911049	ATG2A	1738	2031
22082167	PRY2	2934	2818
56155061	MYL6B	1769	1836
22588949	DAD1	798	212
24476769	HRH4	3318	3290
44114113	MRPL14	905	535
55937419	DGKA	552	515
49183219	FOLH1	1226	742
49281032	CBLN1	1512	1128
67586857	MAP2K5	1024	811
87886855	DBF4	854	475
132499160	DNAJC13	1235	618
42786111	HIGD1A	1919	2013
57233993	EXOC5	631	717
45129799	FKBP3	1848	1954
11186699	TAS2R42	1586	1886
132499450	C9orf171	463	463
112207079	LAMA4	1324	1377
81483095	FABP4	1038	933
47345067	EFCAB13	1664	1510
179358900	MFN1	1468	1299
NA	Non-Targeting_Control-N952	1859	2024
66519074	ZWILCH	2060	1541
99171515	MITD1	2038	1590
174461475	GPR155	2828	2519
154612138	FGG	1193	1866
88853636	RNGTT	1727	707
31460364	DENND5B	2763	2617
124557832	MTSS1	945	975
102807685	BIVM-ERCC5	1034	884
50738038	PARD6B	1290	1093
39376713	SAMD4B	1016	1250
227893814	DAW1	664	869
24973647	APMAP	2697	2554
148827244	EZH2	956	615
70300769	ANKRD13C	1541	1550
77519075	LRRTM4	1752	2153
24336717	GRHL3	1399	1164
129043452	SCLT1	1710	1521
61416437	CPSF7	1114	884
44339228	PREPL	1865	1027
63214724	JMJD1C	1605	1508
25850820	SLC17A3	658	687
125177844	SLC12A8	900	871
127419149	MEGF10	1174	1365
122555676	PARP9	675	1063
144188303	ARHGEF35	1379	864
120199455	RPLP0	2479	1004
52144850	NEK3	1492	2172
158181680	CD1D	1974	1512
22260473	EEF2K	850	713
6444560	MCPH1	1898	1593
99045209	METAP1	1109	603
16865579	SIN3B	2298	2157
NA	Non-Targeting_Control-N953	2489	2263
140967566	PCDHAC2	792	931
7141682	INSR	3154	2330
109476183	ZBTB24	630	508
133395746	STKLD1	2337	2250
71717950	TMEM2	752	704
178485655	PLEKHA3	668	741
88586035	EIF2AK3	3200	3106
101962161	CEP126	874	1149
106054201	KBTBD3	2982	2348
43645286	COA1	1851	1565
92755905	PLEKHG7	1105	913
175006747	CACYBP	1775	1610
70602974	AMBN	1584	1252
70602626	AMBN	1423	1036
50809489	ATF1	951	724
61795831	FEN1	1923	809
100068044	HIAT1	1279	1121
108564307	ISCU	1801	1233
64636722	SERTAD2	646	858
47144083	MDGA2	799	751
159893938	LY75	672	633
9169505	PZP	1667	1661
35687021	GALNT1	879	960
85579099	VAMP8	714	579
46068610	NCOA5	2546	2224
81143227	TSHR	1461	1827
110496056	VPS29	754	371
37231937	RAC2	732	886
148840775	CPB1	1217	1450
72746073	BORA	653	443
148829740	EZH2	1185	975
133483111	EYA4	1648	1720
25917030	SLC17A2	1153	1269
18143720	TPMT	737	636
47284090	SPIDR	726	694
30743782	TMEM265	653	851
51445025	EPS15	2604	2742
80845818	LIN7A	910	793
162093881	GABRG2	2202	2802
58397675	PXK	572	633
122855782	CRTAM	838	699
69519428	MAP2K6	496	633
13197329	LOC400736	2112	2780
132711788	VNN1	850	949
13223853	LOC391003	638	675
101841952	NXF5	1797	1358
69035462	NOX5	601	620
150972523	CLRN1	1226	916
121190559	RAB14	1472	732
114930118	TNFSF8	1177	1499
121809946	SETD1B	2599	2781
53233634	MAGOH	1870	1628
220210806	RAB3GAP2	1333	1508
56978087	IMPAD1	1777	1393
108798385	FER	1856	1834
68816367	UGT2B10	1370	1991
36397466	CHAF1B	642	197
44848168	HIGD1B	660	769
51207000	MBTD1	1259	568
NA	Non-Targeting_Control-N954	1602	2228
10609923	MAGOHB	1008	774
11636153	THSD7A	1078	1026
7146606	GRM7	1762	1644
96193118	STARD7	2051	1343
26320224	CD52	976	1019
33460921	TARS	1353	1553
37626809	DDX52	1201	497
48472817	ANP32D	805	660
54543034	GNL3L	2636	979
34449264	CAT	652	663
24084526	MYOM3	1374	1479
19049988	RRAGA	2102	1623
32418455	ACO1	1194	1309
9836466	GLP2R	2366	2780
83352115	ME1	1230	1157
53899881	LRRC1	967	791
63822152	FTSJ3	1262	710
50009305	AGAP6	1582	1807
206308408	ZDBF2	1078	1042
99955984	MCHR2	1416	1637
58733416	MALT1	1295	1173
10357821	MYH13	862	1116
7401002	RIOK1	1903	1868
123327712	SBNO1	514	179
132713131	NPHP3	1758	1889
6870668	ARHGAP28	2268	2446
8520250	CLEC4D	1420	1597
44496419	CTDSPL2	763	488
37183449	SULT6B1	403	237
64423189	XPOT	2139	1621
45490936	COG3	2296	353
95495030	METAP2	1646	433
66176903	CEP112	2338	2451
43303604	SNRK	1363	1360
71598034	ACRC	999	1004
222729661	BROX	1383	1132
46089571	ATP5A1	820	96
122617140	PARP15	1480	1438
9515602	LAMP5	1876	2324
568249	NHLRC4	1227	867
56107007	PA2G4	989	739
14602284	FAM105A	982	1157
70032084	HTN3	1199	890
57773051	METTL21B	1296	1191
69026465	ABCA9	1671	2387
52411195	PRPF38A	1291	1087
17539436	CAP2	2258	2573
1670120	SLC35E2B	693	839
12229767	TMEM106B	1136	1882
109011565	WDR47	1775	1732
66226080	APOH	1185	952
744639	PCGF3	950	1057
113267874	TPCN1	2400	2304
92481016	GFI1	1608	1628
119339883	C2orf76	1884	1916
33701351	UQCC2	2392	2534
114581316	BCAS2	822	359
142255627	PRSS58	1208	1464
84194031	ADAD2	647	777
109155852	CEP57L1	1802	2103
123937414	CCDC92	535	828
26954193	FGFR1OP2	433	193
101565035	TRMT10C	2344	1963
120579779	POP5	875	400
57025597	NLRC5	1907	2195
37493108	DYRK1A	996	1326
87887129	SPATA31E1	678	888
185796597	FSIP2	2498	2020
171391739	NPM1	648	628
28887646	ATP2A1	614	616
41838034	KLHL10	1190	1476
2733319	SLC39A3	758	834
75732210	ITGB4	2100	2272
123169168	SLC13A1	754	724
69187391	SNTB2	1605	1936
95103912	DICER1	647	466
84657035	KLHL36	761	639
31428076	COX6A2	891	690
103392387	USMG5	941	1077
233672182	UGT1A9	2113	2682
150800813	PLEKHG1	1357	1771
22961932	ARMC3	1460	1511
130428036	ADAMTS8	1479	1460
186162914	FAM149A	2026	1921
61703892	C5orf64	783	955
11948659	ZNF700	2521	2887
111756672	DDX20	1054	333
15747933	MYH11	590	597
71837447	DEFB108B	500	519
90233669	CIB1	891	1008
68685605	GAL	584	607
143984230	PARP10	497	570
52602508	GPX7	1614	1879
16063596	FAM131C	1127	1341
21538865	MLLT10	619	829
7466636	ZBTB4	836	984
42658478	PPIH	1008	493
11831745	ZNF440	2803	2991
29039422	EPB41	2761	2789
41625925	CEACAM4	1189	1036
42593865	CEACAM8	2249	2444
67529111	SUCLG2	1661	1615
57160707	DUXA	1013	1089
102602893	ARMCX5	956	1041
NA	Non-Targeting_Control-N955	2736	4025
173318245	STC2	1050	1272
4457453	STX18	2490	2108
109379175	PJA2	811	862
111762683	DDX20	1438	350
NA	Non-Targeting_Control-N956	1982	2485
112099308	FAM229B	1991	2914
132054675	STK26	1108	966
136026925	PPP2R3A	2200	2502
107962131	RAB39A	1673	1743
35013383	SRP54	1387	233
219544792	TMEM198	1510	1574
49496910	SPATS2	1577	1810
164563279	PBX1	1857	2078
18546861	HSFY1	1034	1099
148483038	PPIAL4G	406	323
10755729	NUBP1	1186	364
37481662	ZC3H12A	786	713
120890036	PPIAL4A	691	91
55883061	IL31RA	1822	2084
74891163	DLST	2344	931
43161734	ZNF131	1005	576
56339169	IL23A	490	411
158660960	GFM1	2204	837
56616305	TXNL1	1402	1388
50577062	HEMK1	1378	1229
46357890	CCR2	1244	1500
207096594	C4BPB	1544	1685
97277715	TSPYL5	2866	2922
53076679	GPR173	584	483
2115408	AP3D1	1724	887
200861243	CLK1	2065	2032
71126138	MED12	956	339
71478956	ZNF19	611	575
144841611	ZNF7	2759	2681
89113075	TIGD2	1206	1854
78175137	TK1	656	518
151585970	CCDC170	693	597
134968053	CATSPER3	2287	1932
55418392	C15orf65	873	1211
34684330	ZNF302	2464	2789
148402065	FBXO38	2943	3560
123666554	GPR26	912	1042
28531808	RCC1	710	347
234609385	IRF2BP2	718	824
37480744	MFNG	2205	1700
72122819	SOX9	961	754
NA	Non-Targeting_Control-N957	1462	1493
35896810	NFKBID	631	588
153977170	JTB	1100	524
12061535	SNX29	985	848
69939177	MITF	999	866
201468554	PHLDA3	925	916
38386818	GGN	1224	914
122826920	FGF2	729	980
184577147	EPHB3	1807	2051
99982165	ZIC2	898	761
4159732	CREB3L3	2096	2450
233170	SH3YL1	1304	1568
NA	Non-Targeting_Control-N958	16	52
31390430	DEFB119	1321	969
122307191	BTBD16	783	621
95104702	MRPS5	1891	745
19916654	ZNF93	917	849
10310905	FDX1L	1124	891
52383918	ZNF880	1791	2130
108934561	FAM206A	682	758
93876722	DNTTIP2	2912	1292
10543364	TPTE	581	527
107222819	PIH1D3	1892	2556
58392976	RPS5	3488	170
196910451	CFHR4	1991	2398
67237694	FHOD1	1083	742
135796831	CT45A6	2112	2340
116584745	RWDD1	3454	3949
32862585	SLC7A9	1025	834
17726182	MAP1S	531	490
24183606	SUSD2	930	897
15555322	TVP23C-CDRT4	1048	584
101079115	TMEM35	2279	2262
842471	POLR2L	1466	59
45183408	ADARB1	2120	2253
123182984	FAM83A	952	957
48530382	HOXB1	1833	2212
31476636	REM1	1591	1403
134933488	CALD1	1414	1574
49426564	GFY	1985	2669
35812037	PRODH2	646	734
200941253	ORC2	2097	1548
246641984	CNST	1068	959
80121721	ZFAND6	912	760
52321648	ZNF480	1825	2365
135484893	PPP1R26	873	993
147167852	PRKAB2	925	1201
159841127	C1orf204	627	403
38943699	FBXO47	837	569
37775375	PROSC	1622	1390
34521575	ENHO	375	306
33768870	FBXO3	842	834
112574454	KIAA1958	1431	1273
36291536	PNPLA1	945	1148
35811925	SPAG8	1373	1303
61437637	SDHAF2	1491	1087
154978037	CKS1B	1330	727
18126586	TUBA8	1163	1088
36908338	ZNF829	1298	1076
131973907	BNIP3	1220	1345
98091928	TRIM14	527	489
128986600	NUP188	2257	1961
155033514	FUNDC2	1094	1081
21481530	IFNE	1719	1346
78574401	NARS2	483	284
57758238	MARCH9	1207	1474
248593701	OR2T10	537	640
47368754	ZNF488	469	698
7489507	DEFB105B	1122	915
81941617	MYADML2	449	647
77813788	FAM73A	910	1499
NA	Non-Targeting_Control-N959	1392	1473
22424227	ADGRA3	724	672
6017814	AIMP2	552	637
101774734	FGF8	646	398
84862336	RALYL	949	1017
93996285	BET1	790	1204
243341124	SDCCAG8	1085	1434
48490824	C12orf54	632	678
73292394	RPL7	2064	922
25102237	LRMP	1824	1663
159018629	IFI16	2592	3247
66437405	MRPL11	1087	540
203496144	OPTC	1414	1364
94498200	ANKRD49	1655	812
38008261	LOC101060389	891	87
70126171	MAMDC2	1632	1525
20850635	KCNIP4	259	567
26194346	MAGEB6	1551	1602
19286344	AKR7A3	2219	1887
44093988	PARVB	882	1098
21527168	SPX	1519	1363
10948565	C1orf127	2116	1970
169588698	NEK1	2822	2061
184365145	POLR2H	767	636
125677842	ACRV1	541	515
21020173	NEBL	782	1182
87339548	LMO4	1838	2531
203726824	CD28	710	579
5132081	OR52A5	770	750
82225639	IBTK	306	329
143155636	ARHGAP15	1064	805
28317477	SBK1	485	430
20825845	LOC81691	900	798
94761830	DPY19L4	593	523
161238187	NMD3	1523	350
97648180	NCBP1	1910	495
54128073	PRPF31	1845	1309
116512195	FAM26E	907	1098
30931788	SFTA2	1042	1078
34608092	SNX6	2014	2331
134142648	WDR5	1642	1475
37483918	ZNF570	2146	2649
19542443	SLC47A1	1068	1222
46168113	ENPP5	958	1063
7234461	C1GALT1	2257	2629
67511579	CPA6	2032	2631
64688312	RASSF3	1425	1670
52148453	NEK3	2817	2465
62008660	VPS13C	776	603
69157154	VPS26A	1554	842
57534446	DCTN2	2208	807
183666342	TRAPPC11	2572	189
5882596	OCM	570	629
14097450	PRKACA	1569	1807
46228042	LRRC63	2387	2777
10930699	PRH2	757	490
96979636	LNPEP	709	762
94462158	DCT	2183	2319
130092377	GPR107	1015	1173
122717823	PKIB	1155	1038
86765363	GRM3	2772	3101
39661004	B3GALT5	1231	1296
53116097	SOAT2	2618	1925
11553681	LITAF	3103	3437
8650507	MFAP5	1291	1215
42930747	SLC2A1	2794	1263
24326152	ADCY4	923	961
46727525	STRN4	1181	866
400000	PKP3	1626	1464
20179315	SLC18A1	1143	1070
49702700	RNF123	2156	1493
47764688	SEMA6D	751	1075
