sgRNA,Gene,Snu-1_WT_C13_D=0,Snu-1_WT_C13_D=10
RBX1_327.14,RBX1,836,771
RBX1_327.15,RBX1,1357,702
RBX1_327.16,RBX1,1436,577
RBX1_327.17,RBX1,505,475
RBX1_327.18,RBX1,1175,770
RC3H1_3405.424,RC3H1,545,827
RC3H1_3405.2,RC3H1,741,1005
RC3H1_3405.423,RC3H1,1441,1624
RC3H1_3405.421,RC3H1,944,1338
RC3H1_3405.420,RC3H1,231,210
RC3H1_3405.5,RC3H1,1247,1067
RC3H1_3405.419,RC3H1,576,668
RC3H1_3405.24,RC3H1,553,517
RC3H1_3405.28,RC3H1,984,974
RC3H1_3405.65,RC3H1,151,248
RC3H1_3405.359,RC3H1,1,1
RC3H2_3576.365,RC3H2,2272,1668
RC3H2_3576.1,RC3H2,1545,1425
RC3H2_3576.363,RC3H2,2116,2577
RC3H2_3576.362,RC3H2,1813,1577
RC3H2_3576.361,RC3H2,1558,1963
RC3H2_3576.341,RC3H2,644,541
RC3H2_3576.24,RC3H2,1036,1089
RC3H2_3576.52,RC3H2,512,833
RC3H2_3576.56,RC3H2,1024,824
RCHY1_720.40,RCHY1,938,1104
RCHY1_720.39,RCHY1,1968,2041
RCHY1_720.1,RCHY1,1321,1208
RCHY1_720.8,RCHY1,813,851
RCHY1_720.29,RCHY1,2241,1839
RCHY1_720.28,RCHY1,893,990
RCHY1_720.10,RCHY1,1121,1471
RCHY1_720.13,RCHY1,2084,1843
RCHY1_720.14,RCHY1,572,604
RCHY1_720.16,RCHY1,1058,1179
RFFL_1092.13,RFFL,1217,1335
RFFL_1092.161,RFFL,448,477
RFFL_1092.160,RFFL,293,464
RFFL_1092.90,RFFL,863,543
RFFL_1092.75,RFFL,753,679
RFFL_1092.87,RFFL,1158,965
RFFL_1092.78,RFFL,1225,1222
RFFL_1092.85,RFFL,1545,1496
RFFL_1092.83,RFFL,1004,1342
RFPL4B_792.0,RFPL4B,803,1155
RFPL4B_792.1,RFPL4B,1189,1051
RFPL4B_792.91,RFPL4B,655,891
RFPL4B_792.90,RFPL4B,1104,1132
RFPL4B_792.89,RFPL4B,1594,2072
RFPL4B_792.2,RFPL4B,445,643
RFPL4B_792.3,RFPL4B,482,720
RFPL4B_792.14,RFPL4B,517,583
RFPL4B_792.63,RFPL4B,793,773
RFPL4B_792.36,RFPL4B,721,465
RFWD2_2124.56,RFWD2,1615,1563
RFWD2_2124.57,RFWD2,1378,1073
RFWD2_2124.58,RFWD2,1590,1858
RFWD2_2124.187,RFWD2,1515,1728
RFWD2_2124.59,RFWD2,1521,1470
RFWD2_2124.88,RFWD2,1118,1279
RFWD2_2124.106,RFWD2,1593,2070
RFWD2_2124.149,RFWD2,377,768
RFWD2_2124.140,RFWD2,1245,1624
RFWD3_2325.99,RFWD3,1286,1434
RFWD3_2325.58,RFWD3,1,1
RFWD3_2325.60,RFWD3,1483,2014
RFWD3_2325.243,RFWD3,482,371
RFWD3_2325.64,RFWD3,1064,893
RFWD3_2325.67,RFWD3,738,672
RFWD3_2325.69,RFWD3,1791,1039
RFWD3_2325.199,RFWD3,799,515
RFWD3_2325.110,RFWD3,768,906
RFWD3_2325.176,RFWD3,1360,1038
RFWD3_2325.157,RFWD3,454,508
RFWD3_2325.107,RFWD3,792,819
RFWD3_2325.116,RFWD3,392,377
RING1_1221.7,RING1,1176,1433
RING1_1221.262,RING1,2039,3247
RING1_1221.261,RING1,859,720
RING1_1221.259,RING1,1058,988
RING1_1221.10,RING1,368,340
RING1_1221.254,RING1,779,1132
RING1_1221.13,RING1,534,571
RING1_1221.238,RING1,1148,745
RING1_1221.226,RING1,1233,668
RING1_1221.50,RING1,113,179
RING1_1221.81,RING1,376,428
RING1_1221.97,RING1,109,180
RLIM_1875.100,RLIM,1212,1015
RLIM_1875.99,RLIM,917,1059
RLIM_1875.98,RLIM,1208,1118
RLIM_1875.94,RLIM,1011,1217
RNF10_2436.24,RNF10,963,939
RNF10_2436.25,RNF10,1475,1609
RNF10_2436.27,RNF10,414,425
RNF10_2436.288,RNF10,1276,1149
RNF10_2436.28,RNF10,537,214
RNF10_2436.32,RNF10,633,1005
RNF10_2436.279,RNF10,1257,1295
RNF10_2436.276,RNF10,1257,1305
RNF10_2436.274,RNF10,725,745
RNF10_2436.44,RNF10,1519,1317
RNF10_2436.45,RNF10,1987,1460
RNF10_2436.271,RNF10,976,1200
RNF103_2058.121,RNF103,1113,1275
RNF103_2058.212,RNF103,747,1033
RNF103_2058.171,RNF103,820,629
RNF103_2058.119,RNF103,819,826
RNF103_2058.123,RNF103,1057,885
RNF103_2058.124,RNF103,1525,1577
RNF103_2058.136,RNF103,1041,1758
RNF103_2058.127,RNF103,940,1123
RNF103_2058.134,RNF103,1013,1119
RNF103_2058.116,RNF103,929,1056
RNF11_465.36,RNF11,1561,1342
RNF11_465.35,RNF11,1022,883
RNF11_465.34,RNF11,1006,1386
RNF11_465.24,RNF11,807,584
RNF11_465.33,RNF11,1766,1811
RNF11_465.25,RNF11,1949,2465
RNF111_2988.5,RNF111,1485,1478
RNF111_2988.19,RNF111,1429,1891
RNF111_2988.26,RNF111,1767,2277
RNF111_2988.311,RNF111,1470,1433
RNF111_2988.48,RNF111,725,887
RNF111_2988.144,RNF111,1150,790
RNF111_2988.142,RNF111,2297,1840
RNF111_2988.141,RNF111,2341,1728
RNF111_2988.132,RNF111,1225,915
RNF111_2988.139,RNF111,611,633
RNF111_2988.137,RNF111,2249,1852
RNF112_1896.387,RNF112,529,601
RNF112_1896.18,RNF112,743,772
RNF112_1896.385,RNF112,999,1749
RNF112_1896.20,RNF112,1240,1121
RNF112_1896.21,RNF112,1540,1127
RNF112_1896.378,RNF112,704,673
RNF112_1896.376,RNF112,1148,1461
RNF112_1896.336,RNF112,966,1805
RNF112_1896.314,RNF112,781,1003
RNF112_1896.126,RNF112,1664,1376
RNF112_1896.196,RNF112,302,325
RNF113A_1032.133,RNF113A,288,180
RNF113A_1032.30,RNF113A,423,191
RNF113A_1032.107,RNF113A,669,158
RNF113A_1032.98,RNF113A,1936,521
RNF113A_1032.63,RNF113A,969,1154
RNF113A_1032.95,RNF113A,1572,1321
RNF113A_1032.94,RNF113A,426,58
RNF113A_1032.89,RNF113A,419,409
RNF113A_1032.88,RNF113A,878,414
RNF113A_1032.87,RNF113A,645,375
RNF113A_1032.84,RNF113A,2130,2789
RNF113A_1032.72,RNF113A,495,576
RNF113B_969.135,RNF113B,948,1530
RNF113B_969.130,RNF113B,978,1219
RNF113B_969.85,RNF113B,404,558
RNF113B_969.97,RNF113B,327,508
RNF113B_969.123,RNF113B,389,380
RNF113B_969.99,RNF113B,216,199
RNF113B_969.100,RNF113B,331,456
RNF113B_969.116,RNF113B,1222,497
RNF113B_969.102,RNF113B,1556,1131
RNF113B_969.110,RNF113B,1538,1800
RNF114_687.88,RNF114,974,1201
RNF114_687.14,RNF114,938,802
RNF114_687.15,RNF114,392,142
RNF114_687.86,RNF114,948,883
RNF114_687.16,RNF114,863,929
RNF114_687.83,RNF114,604,592
RNF114_687.18,RNF114,523,969
RNF114_687.21,RNF114,185,312
RNF114_687.59,RNF114,889,989
RNF114_687.52,RNF114,644,629
RNF115_915.11,RNF115,1335,1239
RNF115_915.104,RNF115,2806,3098
RNF115_915.69,RNF115,778,826
RNF115_915.68,RNF115,944,887
RNF115_915.67,RNF115,1326,2096
RNF115_915.56,RNF115,795,414
RNF115_915.65,RNF115,1352,1246
RNF115_915.58,RNF115,1097,1479
RNF121_984.122,RNF121,658,439
RNF121_984.108,RNF121,315,187
RNF121_984.51,RNF121,925,720
RNF121_984.52,RNF121,1062,1387
RNF121_984.53,RNF121,1466,1166
RNF121_984.54,RNF121,727,923
RNF121_984.56,RNF121,814,1557
RNF121_984.57,RNF121,908,1300
RNF121_984.58,RNF121,409,311
RNF121_984.71,RNF121,971,1045
RNF122_468.9,RNF122,1113,1108
RNF122_468.46,RNF122,569,754
RNF122_468.20,RNF122,1172,1014
RNF122_468.45,RNF122,699,629
RNF122_468.44,RNF122,564,610
RNF122_468.40,RNF122,1200,905
RNF122_468.39,RNF122,958,1273
RNF123_3945.668,RNF123,1160,851
RNF123_3945.662,RNF123,834,280
RNF123_3945.652,RNF123,853,512
RNF123_3945.345,RNF123,405,435
RNF123_3945.344,RNF123,438,372
RNF123_3945.338,RNF123,387,252
RNF123_3945.333,RNF123,688,443
RNF123_3945.332,RNF123,660,962
RNF123_3945.322,RNF123,1371,1301
RNF123_3945.331,RNF123,948,994
RNF125_699.9,RNF125,515,768
RNF125_699.10,RNF125,867,830
RNF125_699.59,RNF125,477,488
RNF125_699.53,RNF125,879,1079
RNF125_699.52,RNF125,1466,1622
RNF125_699.13,RNF125,864,759
RNF125_699.50,RNF125,748,707
RNF125_699.25,RNF125,1016,1117
RNF126_936.190,RNF126,715,998
RNF126_936.188,RNF126,258,352
RNF126_936.4,RNF126,482,510
RNF126_936.183,RNF126,867,665
RNF126_936.5,RNF126,1054,1315
RNF126_936.6,RNF126,368,575
RNF126_936.175,RNF126,344,195
RNF126_936.62,RNF126,609,1007
RNF126_936.95,RNF126,1334,2065
RNF126_936.94,RNF126,403,331
RNF126_936.64,RNF126,1321,695
RNF126_936.65,RNF126,517,715
RNF126_936.88,RNF126,425,374
RNF126_936.70,RNF126,940,1039
RNF128_1287.6,RNF128,448,442
RNF128_1287.22,RNF128,895,1004
RNF128_1287.41,RNF128,1085,1406
RNF128_1287.141,RNF128,956,1498
RNF128_1287.74,RNF128,1087,1427
RNF128_1287.127,RNF128,2064,1971
RNF128_1287.125,RNF128,2188,2671
RNF128_1287.88,RNF128,1998,2004
RNF128_1287.124,RNF128,390,398
RNF128_1287.123,RNF128,439,642
RNF128_1287.89,RNF128,529,434
RNF130_1260.151,RNF130,238,135
RNF130_1260.13,RNF130,1396,1723
RNF130_1260.136,RNF130,301,421
RNF130_1260.24,RNF130,742,838
RNF130_1260.128,RNF130,173,230
RNF130_1260.49,RNF130,725,659
RNF130_1260.101,RNF130,1,1
RNF130_1260.50,RNF130,1,1
RNF130_1260.100,RNF130,3,1
RNF130_1260.99,RNF130,1151,1266
RNF130_1260.98,RNF130,700,1373
RNF130_1260.97,RNF130,1177,1658
RNF130_1260.51,RNF130,1132,1601
RNF133_1131.13,RNF133,1407,1750
RNF133_1131.100,RNF133,807,1495
RNF133_1131.97,RNF133,772,1457
RNF133_1131.85,RNF133,1237,1428
RNF133_1131.52,RNF133,1078,955
RNF133_1131.84,RNF133,680,708
RNF133_1131.83,RNF133,956,1420
RNF133_1131.54,RNF133,996,1371
RNF133_1131.81,RNF133,997,1675
RNF133_1131.79,RNF133,966,844
RNF133_1131.86,RNF133,2118,2180
RNF135_1299.6,RNF135,1049,1065
RNF135_1299.7,RNF135,1015,1543
RNF135_1299.9,RNF135,411,282
RNF135_1299.217,RNF135,18,9
RNF135_1299.215,RNF135,312,144
RNF135_1299.209,RNF135,314,475
RNF135_1299.208,RNF135,125,192
RNF135_1299.63,RNF135,626,960
RNF135_1299.81,RNF135,527,283
RNF135_1299.11,RNF135,1281,1030
RNF139_1995.141,RNF139,945,829
RNF139_1995.131,RNF139,1011,778
RNF139_1995.29,RNF139,1340,893
RNF139_1995.59,RNF139,778,431
RNF139_1995.98,RNF139,1066,1782
RNF139_1995.82,RNF139,1543,2102
RNF139_1995.83,RNF139,1536,1837
RNF139_1995.97,RNF139,1,1
RNF139_1995.96,RNF139,1204,1462
RNF139_1995.95,RNF139,1622,1336
RNF139_1995.99,RNF139,1010,913
RNF141_693.32,RNF141,1608,2086
RNF141_693.33,RNF141,1006,713
RNF141_693.34,RNF141,645,555
RNF141_693.35,RNF141,581,1055
RNF141_693.50,RNF141,780,769
RNF145_2082.10,RNF145,1,1
RNF145_2082.210,RNF145,759,975
RNF145_2082.21,RNF145,325,604
RNF145_2082.189,RNF145,654,1014
RNF145_2082.150,RNF145,1501,3952
RNF145_2082.101,RNF145,1913,2163
RNF145_2082.147,RNF145,871,528
RNF145_2082.146,RNF145,1790,2652
RNF145_2082.145,RNF145,1847,3699
RNF146_1077.91,RNF146,1357,1731
RNF146_1077.89,RNF146,1285,1112
RNF146_1077.88,RNF146,1802,1235
RNF146_1077.87,RNF146,827,1580
RNF146_1077.1,RNF146,2456,2996
RNF146_1077.4,RNF146,748,539
RNF146_1077.5,RNF146,857,857
RNF146_1077.15,RNF146,484,522
RNF146_1077.21,RNF146,798,925
RNF148_918.67,RNF148,2580,3007
RNF148_918.97,RNF148,1064,1190
RNF148_918.14,RNF148,535,788
RNF148_918.85,RNF148,853,692
RNF148_918.38,RNF148,380,482
RNF148_918.65,RNF148,1015,1029
RNF148_918.56,RNF148,1105,1266
RNF148_918.64,RNF148,772,925
RNF148_918.62,RNF148,1197,1894
RNF148_918.61,RNF148,878,583
RNF148_918.59,RNF148,1904,2547
RNF149_1203.5,RNF149,221,69
RNF149_1203.24,RNF149,708,694
RNF149_1203.162,RNF149,338,194
RNF149_1203.147,RNF149,974,845
RNF149_1203.136,RNF149,2240,1715
RNF149_1203.86,RNF149,1699,1740
RNF149_1203.130,RNF149,1351,846
RNF149_1203.129,RNF149,931,1154
RNF149_1203.128,RNF149,1318,1276
RNF149_1203.127,RNF149,1464,1271
RNF150_1317.3,RNF150,380,507
RNF150_1317.25,RNF150,834,1122
RNF150_1317.188,RNF150,431,529
RNF150_1317.153,RNF150,282,335
RNF150_1317.68,RNF150,1312,1866
RNF150_1317.144,RNF150,1,1
RNF150_1317.143,RNF150,1,1
RNF150_1317.137,RNF150,485,873
RNF150_1317.136,RNF150,1284,988
RNF150_1317.133,RNF150,524,386
RNF150_1317.132,RNF150,855,1341
RNF150_1317.130,RNF150,1513,1259
RNF151_738.1,RNF151,827,473
RNF151_738.139,RNF151,1017,706
RNF151_738.3,RNF151,1340,1086
RNF151_738.138,RNF151,960,522
RNF151_738.5,RNF151,1131,663
RNF151_738.6,RNF151,1183,752
RNF151_738.7,RNF151,1066,1046
RNF151_738.8,RNF151,617,468
RNF152_612.1,RNF152,1437,1316
RNF152_612.2,RNF152,1025,1291
RNF152_612.106,RNF152,313,147
RNF152_612.3,RNF152,600,518
RNF152_612.100,RNF152,359,781
RNF152_612.8,RNF152,298,297
RNF152_612.52,RNF152,1349,1052
RNF152_612.51,RNF152,448,270
RNF157_2040.49,RNF157,1140,684
RNF157_2040.50,RNF157,371,359
RNF157_2040.51,RNF157,400,431
RNF157_2040.245,RNF157,402,619
RNF157_2040.242,RNF157,267,540
RNF157_2040.238,RNF157,515,551
RNF157_2040.52,RNF157,810,1165
RNF165_1041.54,RNF165,1810,2424
RNF165_1041.70,RNF165,579,687
RNF165_1041.56,RNF165,839,1052
RNF165_1041.67,RNF165,1310,1055
RNF165_1041.57,RNF165,945,839
RNF165_1041.66,RNF165,943,1034
RNF165_1041.58,RNF165,629,700
RNF165_1041.63,RNF165,799,1485
RNF165_1041.62,RNF165,615,964
RNF166_714.137,RNF166,1020,655
RNF166_714.134,RNF166,332,327
RNF166_714.16,RNF166,603,446
RNF166_714.133,RNF166,368,233
RNF166_714.132,RNF166,780,306
RNF166_714.18,RNF166,434,366
RNF166_714.125,RNF166,627,588
RNF166_714.117,RNF166,446,489
RNF166_714.36,RNF166,453,495
RNF166_714.42,RNF166,605,435
RNF167_1053.1,RNF167,592,595
RNF167_1053.196,RNF167,480,992
RNF167_1053.176,RNF167,580,1428
RNF167_1053.153,RNF167,891,1851
RNF167_1053.145,RNF167,1628,1889
RNF167_1053.62,RNF167,1447,2371
RNF167_1053.140,RNF167,965,1527
RNF167_1053.67,RNF167,1264,1576
RNF167_1053.135,RNF167,296,372
RNF167_1053.133,RNF167,390,623
RNF167_1053.71,RNF167,1090,2346
RNF168_1716.177,RNF168,613,261
RNF168_1716.3,RNF168,947,630
RNF168_1716.176,RNF168,450,437
RNF168_1716.173,RNF168,735,522
RNF168_1716.170,RNF168,1503,833
RNF168_1716.169,RNF168,1260,1150
RNF168_1716.168,RNF168,639,424
RNF168_1716.4,RNF168,414,268
RNF168_1716.164,RNF168,377,166
RNF168_1716.18,RNF168,798,701
RNF17_4872.374,RNF17,61,35
RNF17_4872.12,RNF17,1095,1356
RNF17_4872.373,RNF17,1244,1039
RNF17_4872.14,RNF17,1028,1943
RNF17_4872.370,RNF17,1691,1808
RNF17_4872.16,RNF17,1661,1303
RNF17_4872.319,RNF17,434,505
RNF17_4872.257,RNF17,700,883
RNF17_4872.145,RNF17,872,694
RNF17_4872.172,RNF17,744,867
RNF17_4872.215,RNF17,997,770
RNF17_4860.367,RNF17,1357,2224
RNF170_777.3,RNF170,1228,904
RNF170_777.4,RNF170,925,1175
RNF170_777.61,RNF170,479,445
RNF170_777.10,RNF170,737,870
RNF170_777.59,RNF170,607,581
RNF170_777.58,RNF170,694,1054
RNF170_777.11,RNF170,807,555
RNF170_777.54,RNF170,627,870
RNF170_777.15,RNF170,793,993
RNF170_777.17,RNF170,353,294
RNF175_987.14,RNF175,609,550
RNF175_987.25,RNF175,351,385
RNF175_987.51,RNF175,1274,1525
RNF175_987.54,RNF175,1027,1475
RNF175_987.84,RNF175,1018,1053
RNF175_987.56,RNF175,733,675
RNF175_987.81,RNF175,1793,2058
RNF175_987.57,RNF175,720,925
RNF175_987.58,RNF175,733,785
RNF180_1779.123,RNF180,1396,1450
RNF180_1779.42,RNF180,741,304
RNF180_1779.58,RNF180,729,1025
RNF180_1779.102,RNF180,919,1587
RNF180_1779.97,RNF180,1506,969
RNF180_1779.95,RNF180,985,876
RNF180_1779.94,RNF180,865,1080
RNF180_1779.61,RNF180,596,600
RNF182_744.3,RNF182,1558,2183
RNF182_744.5,RNF182,1091,726
RNF182_744.86,RNF182,1364,1555
RNF182_744.8,RNF182,918,901
RNF182_744.85,RNF182,1276,1553
RNF182_744.84,RNF182,1746,1592
RNF182_744.83,RNF182,1015,959
RNF182_744.30,RNF182,1840,2289
RNF182_744.43,RNF182,459,255
RNF183_579.1,RNF183,707,348
RNF183_579.114,RNF183,1363,1542
RNF183_579.112,RNF183,843,1196
RNF183_579.110,RNF183,802,634
RNF183_579.105,RNF183,557,478
RNF183_579.3,RNF183,972,720
RNF183_579.4,RNF183,335,561
RNF183_579.97,RNF183,330,306
RNF183_579.38,RNF183,506,597
RNF185_579.13,RNF185,915,1125
RNF185_579.14,RNF185,900,778
RNF185_579.96,RNF185,659,606
RNF185_579.15,RNF185,536,248
RNF185_579.90,RNF185,640,522
RNF185_579.89,RNF185,812,931
RNF186_684.123,RNF186,664,448
RNF186_684.121,RNF186,663,399
RNF186_684.12,RNF186,611,352
RNF186_684.113,RNF186,786,1022
RNF186_684.112,RNF186,1654,1400
RNF186_684.13,RNF186,385,445
RNF186_684.109,RNF186,740,1406
RNF186_684.106,RNF186,663,524
RNF186_684.104,RNF186,1032,1204
RNF186_684.48,RNF186,1451,1235
RNF186_684.51,RNF186,1311,1305
RNF187_708.136,RNF187,216,308
RNF187_708.4,RNF187,238,210
RNF187_708.131,RNF187,829,673
RNF187_708.130,RNF187,731,702
RNF187_708.8,RNF187,141,139
RNF187_708.11,RNF187,295,119
RNF187_708.126,RNF187,319,372
RNF19A_2517.214,RNF19A,592,913
RNF19A_2517.213,RNF19A,600,452
RNF19A_2517.212,RNF19A,1173,933
RNF19A_2517.20,RNF19A,1451,1125
RNF19A_2517.210,RNF19A,2548,1688
RNF19A_2517.25,RNF19A,805,569
RNF19A_2517.30,RNF19A,1410,1526
RNF19A_2517.33,RNF19A,692,859
RNF19A_2517.35,RNF19A,1285,978
RNF19A_2517.191,RNF19A,1439,1242
RNF19A_2517.39,RNF19A,623,355
RNF19A_2517.53,RNF19A,567,744
RNF19A_2517.146,RNF19A,1520,1891
RNF19B_1764.241,RNF19B,307,434
RNF19B_1764.240,RNF19B,330,195
RNF19B_1764.238,RNF19B,297,273
RNF19B_1764.234,RNF19B,322,287
RNF19B_1764.232,RNF19B,359,257
RNF19B_1764.228,RNF19B,1378,1079
RNF19B_1764.225,RNF19B,783,603
RNF19B_1764.52,RNF19B,188,130
RNF19B_1764.211,RNF19B,380,322
RNF19B_1764.209,RNF19B,206,350
RNF19B_1764.56,RNF19B,1321,1576
RNF19B_1764.58,RNF19B,1055,1093
RNF19B_1764.188,RNF19B,1494,1226
RNF19B_1764.186,RNF19B,1464,1754
RNF19B_1764.71,RNF19B,1361,1529
RNF19B_1764.84,RNF19B,847,1005
RNF20_2928.266,RNF20,723,925
RNF20_2928.71,RNF20,1556,1902
RNF20_2928.232,RNF20,845,335
RNF20_2928.185,RNF20,948,1307
RNF20_2928.175,RNF20,663,573
RNF20_2928.183,RNF20,998,1208
RNF20_2928.181,RNF20,1242,1212
RNF20_2928.180,RNF20,1675,1526
RNF207_1905.315,RNF207,544,388
RNF207_1905.313,RNF207,545,296
RNF207_1905.5,RNF207,790,377
RNF207_1905.310,RNF207,336,309
RNF207_1905.8,RNF207,195,230
RNF207_1905.306,RNF207,724,419
RNF207_1905.288,RNF207,412,593
RNF207_1905.264,RNF207,465,697
RNF207_1905.60,RNF207,368,601
RNF212_894.97,RNF212,285,116
RNF212_894.96,RNF212,603,538
RNF212_894.94,RNF212,665,653
RNF212_894.92,RNF212,585,515
RNF212_894.91,RNF212,717,599
RNF212_894.3,RNF212,568,387
RNF212B_903.111,RNF212B,1018,954
RNF212B_903.0,RNF212B,958,814
RNF212B_903.2,RNF212B,861,836
RNF212B_903.107,RNF212B,970,1049
RNF212B_903.4,RNF212B,412,826
RNF212B_903.6,RNF212B,1099,1369
RNF213_15624.36,RNF213,683,762
RNF213_15624.74,RNF213,398,513
RNF213_15624.1695,RNF213,792,764
RNF213_15624.1692,RNF213,1374,1903
RNF213_15624.544,RNF213,1246,1411
RNF213_15624.877,RNF213,1747,1804
RNF213_15624.1363,RNF213,1096,797
RNF213_15624.1362,RNF213,799,710
RNF213_15624.1358,RNF213,748,681
RNF213_15624.1357,RNF213,787,627
RNF213_15624.1354,RNF213,688,541
RNF214_2112.139,RNF214,2389,1591
RNF214_2112.137,RNF214,197,291
RNF214_2112.136,RNF214,851,745
RNF214_2112.134,RNF214,1017,1003
RNF214_2112.133,RNF214,1091,956
RNF214_2112.123,RNF214,888,1087
RNF214_2112.129,RNF214,896,1727
RNF215_1134.237,RNF215,180,335
RNF215_1134.86,RNF215,546,650
RNF215_1134.88,RNF215,956,863
RNF215_1134.134,RNF215,832,785
RNF215_1134.133,RNF215,388,575
RNF215_1134.132,RNF215,370,230
RNF215_1134.130,RNF215,1064,1133
RNF215_1134.116,RNF215,1190,1071
RNF215_1134.127,RNF215,662,462
RNF215_1134.123,RNF215,1113,1120
RNF215_1134.118,RNF215,1218,1246
RNF217_1629.97,RNF217,2109,2623
RNF217_1629.170,RNF217,1366,1185
RNF217_1629.168,RNF217,870,800
RNF217_1629.164,RNF217,521,722
RNF217_1629.158,RNF217,648,558
RNF217_1629.156,RNF217,779,833
RNF217_1629.154,RNF217,1178,1589
RNF217_1629.150,RNF217,1449,1478
RNF217_1629.147,RNF217,991,1057
RNF217_1629.146,RNF217,869,1299
RNF217_1629.145,RNF217,1777,1639
RNF217_1629.111,RNF217,1103,1673
RNF217_1629.121,RNF217,1330,1869
RNF219_2181.175,RNF219,1157,1373
RNF219_2181.0,RNF219,871,544
RNF219_2181.2,RNF219,1574,1263
RNF219_2181.172,RNF219,863,863
RNF219_2181.4,RNF219,570,1173
RNF219_2181.170,RNF219,362,484
RNF220_1701.132,RNF220,441,514
RNF220_1701.113,RNF220,1174,698
RNF220_1701.130,RNF220,1126,1902
RNF220_1701.129,RNF220,831,1005
RNF220_1701.114,RNF220,533,470
RNF220_1701.115,RNF220,355,347
RNF220_1701.125,RNF220,785,919
RNF222_663.159,RNF222,1316,1517
RNF222_663.4,RNF222,802,531
RNF222_663.156,RNF222,374,662
RNF222_663.9,RNF222,1452,1326
RNF222_663.151,RNF222,526,363
RNF222_663.12,RNF222,598,666
RNF222_663.144,RNF222,387,345
RNF222_663.50,RNF222,628,836
RNF222_663.54,RNF222,1371,1178
RNF223_750.14,RNF223,1031,1187
RNF223_750.160,RNF223,393,254
RNF223_750.16,RNF223,1368,1439
RNF223_750.19,RNF223,366,246
RNF223_750.23,RNF223,532,471
RNF223_750.151,RNF223,1301,1185
RNF223_750.150,RNF223,789,818
RNF223_750.149,RNF223,1510,1238
RNF223_750.58,RNF223,1280,780
RNF223_750.91,RNF223,646,742
RNF224_471.14,RNF224,569,653
RNF224_471.102,RNF224,790,694
RNF224_471.17,RNF224,1521,929
RNF224_471.96,RNF224,285,479
RNF224_471.21,RNF224,621,464
RNF224_471.95,RNF224,435,456
RNF224_471.92,RNF224,1127,575
RNF224_471.89,RNF224,606,303
RNF225_990.242,RNF225,936,307
RNF225_990.241,RNF225,334,74
RNF225_990.240,RNF225,573,233
RNF225_990.237,RNF225,339,277
RNF225_990.236,RNF225,720,626
RNF225_990.33,RNF225,857,762
RNF225_990.38,RNF225,11,40
RNF225_990.170,RNF225,382,229
RNF24_510.48,RNF24,1142,980
RNF24_510.12,RNF24,716,1092
RNF24_510.47,RNF24,1178,996
RNF24_510.46,RNF24,1958,1303
RNF24_510.45,RNF24,1078,1193
RNF24_510.42,RNF24,1613,1308
RNF24_510.39,RNF24,802,468
RNF25_1380.251,RNF25,1220,1073
RNF25_1380.18,RNF25,749,1800
RNF25_1380.237,RNF25,1367,1380
RNF25_1380.233,RNF25,897,1006
RNF25_1380.232,RNF25,1153,1573
RNF25_1380.228,RNF25,730,714
RNF25_1380.227,RNF25,1069,1039
RNF25_1380.37,RNF25,1662,1979
RNF25_1380.224,RNF25,723,686
RNF25_1380.168,RNF25,717,670
RNF25_1380.75,RNF25,552,898
RNF26_1302.229,RNF26,465,486
RNF26_1302.205,RNF26,464,499
RNF26_1302.115,RNF26,1032,983
RNF26_1302.140,RNF26,414,656
RNF26_1302.135,RNF26,1144,1129
RNF26_1302.132,RNF26,601,741
RNF26_1302.130,RNF26,662,865
RNF26_1302.128,RNF26,256,160
RNF26_1302.118,RNF26,551,500
RNF26_1302.124,RNF26,299,353
RNF31_2766.25,RNF31,1521,1046
RNF31_2766.61,RNF31,682,367
RNF31_2766.111,RNF31,295,235
RNF31_2766.368,RNF31,431,438
RNF31_2766.329,RNF31,558,547
RNF31_2766.156,RNF31,1435,979
RNF31_2766.307,RNF31,1047,725
RNF31_2766.159,RNF31,543,463
RNF31_2766.305,RNF31,1172,441
RNF31_2766.163,RNF31,824,678
RNF31_2766.165,RNF31,700,672
RNF31_2766.296,RNF31,1471,1515
RNF31_2766.294,RNF31,671,308
RNF31_2766.292,RNF31,633,477
RNF31_3219.405,RNF31,502,560
RNF31_2766.152,RNF31,616,821
RNF31_2766.326,RNF31,510,464
RNF31_2766.319,RNF31,613,162
RNF31_2766.282,RNF31,263,450
RNF31_2766.179,RNF31,976,559
RNF31_2766.277,RNF31,853,595
RNF31_2766.270,RNF31,690,469
RNF32_1089.100,RNF32,778,1111
RNF32_1089.97,RNF32,1069,1803
RNF32_1089.92,RNF32,963,1157
RNF32_1089.91,RNF32,773,806
RNF32_1089.83,RNF32,725,792
RNF32_1089.68,RNF32,836,1015
RNF32_1089.63,RNF32,604,445
RNF32_1089.61,RNF32,508,582
RNF32_1089.36,RNF32,361,295
RNF32_1089.37,RNF32,340,423
RNF32_1089.56,RNF32,494,714
RNF32_1089.54,RNF32,650,583
RNF32_1089.43,RNF32,607,542
RNF34_1122.98,RNF34,904,1024
RNF34_1122.17,RNF34,536,496
RNF34_1122.71,RNF34,723,630
RNF34_1122.70,RNF34,769,788
RNF34_1122.56,RNF34,603,850
RNF34_1122.59,RNF34,775,1573
RNF34_1122.68,RNF34,193,59
RNF34_1122.67,RNF34,1067,849
